platform,title,published by,developed by,released,genre,perspective,visual,art,gameplay,interface,userReviews,userReviewCount,averageUserReview,criticReviews,criticReviewCount,averageCriticReview
Wii U,007: Legends,"Activision Publishing, Inc.",Eurocom Developments Ltd,"Dec 11, 2012",Action,1st-person,,,"Shooter, Stealth",,,0,,"[54.0, 42.0, 40.0, 40.0, 35.0, 30.0]",6,40.166666666666664
Wii U,1080° Snowboarding,Nintendo of America Inc.,Nintendo EAD,"Dec 31, 2015",Sports,"1st-person, Behind view",,,,,,0,,"[70.0, 60.0]",2,65.0
Wii U,140,"Double Fine Productions, Inc.",Carlsen Games,"Sep 01, 2016",Action,Side view,2D scrolling,,"Music / rhythm, Platform, Puzzle elements",,,0,,"[80.0, 60.0]",2,70.0
Wii U,153 Hand Video Poker,Skunk Software,Skunk Software,"Jun 02, 2016",Gambling,,,,Cards / tiles,,,0,,[10.0],1,10.0
Wii U,360 Breakout,nuGAME,nuGAME,"Aug 11, 2016",Action,Side view,,,"Arcade, Paddle / Pong",,,0,,,0,
Wii U,3Souls,Red Column,Red Column,"Jul 28, 2016","Action, Puzzle",Side view,2D scrolling,,Platform,,,0,,[74.0],1,74.0
Wii U,6180 the moon,Turtle Cream,"PokPoong Games, Turtle Cream","Feb 25, 2016",Action,Side view,2D scrolling,,Puzzle elements,,,0,,[90.0],1,90.0
Wii U,6-Hand Video Poker,Skunk Software,Skunk Software,"Mar 31, 2016",Gambling,1st-person,,,Cards / tiles,,,0,,[20.0],1,20.0
Wii U,8Bit Hero,"Righteous Weasel Games, LLC","Righteous Weasel Games, LLC","May 12, 2016",Action,Diagonal-down,2D scrolling,,Hack and slash,,,0,,[50.0],1,50.0
Wii U,99Moves,EnjoyUp Games S.L.,EnjoyUp Games S.L.,"Dec 18, 2014",Action,Top-down,2D scrolling,,,,,0,,"[60.0, 50.0]",2,55.0
Wii U,99Seconds,EnjoyUp Games S.L.,EnjoyUp Games S.L.,"Oct 02, 2014",Action,Side view,Fixed / flip-screen,,Arcade,,,0,,"[60.0, 60.0]",2,60.0
Wii U,Aban Hawkins & the 1001 Spikes: The Temple of the Dead Mourns the Living,"Nicalis, Inc.","8bits fanatics, Nicalis, Inc.","Jun 03, 2014",Action,Side view,,,"Arcade, Platform",,,0,,"[95.0, 90.0, 82.0, 80.0, 80.0, 80.0]",6,84.5
Wii U,Absolutely Unstoppable MineRun,Shy Egg Games,Shy Egg Games,"Apr 27, 2017",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,[30.0],1,30.0
Wii U,Abyss,EnjoyUp Games S.L.,EnjoyUp Games S.L.,"May 01, 2014",Action,Side view,2D scrolling,,,,,0,,"[70.0, 68.0]",2,69.0
Wii U,A.C.E.: Alien Cleanup Elite,Nitrolic Games,Nitrolic Games,"Mar 16, 2017",Action,Side view,2D scrolling,,"Platform, Shooter",,,0,,,0,
Wii U,Ace of Seafood,Nussoft,Nussoft,"Nov 30, 2016",Action,Behind view,,,Shooter,,,0,,,0,
Wii U,Act It Out!: A Game of Charades,Snap Finger Click Ltd,Snap Finger Click Ltd,"Oct 10, 2016",Simulation,,,,Board game,,,0,,,0,
Wii U,A Day at the Carnival,Thornbury Software LLC,Thornbury Software LLC,"Jul 06, 2017",Action,1st-person,,,Mini-games,,,0,,,0,
Wii U,Advance Wars,Nintendo of America Inc.,"Intelligent Systems Co., Ltd.","Apr 03, 2014",Strategy,Diagonal-down,,,Turn-based strategy,,,0,,"[90.0, 90.0, 90.0]",3,90.0
Wii U,Advance Wars 2: Black Hole Rising,Nintendo of America Inc.,"Intelligent Systems Co., Ltd.","Aug 20, 2015",Strategy,Top-down,,,Turn-based strategy,,,0,,,0,
Wii U,Advance Wars: Dual Strike,Nintendo of America Inc.,"Intelligent Systems Co., Ltd.","Dec 01, 2016",Strategy,"Diagonal-down, Side view",,Anime / Manga,,,,0,,[90.0],1,90.0
Wii U,Adventure Island,"Konami Digital Entertainment, Inc.","Hudson Soft Company, Ltd.","Sep 11, 2014",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,,0,
Wii U,Adventure Party: Cats and Caverns,E-Regular Games LLC,E-Regular Games LLC,"Aug 18, 2016",Role-playing (RPG),Diagonal-down,2D scrolling,,,,,0,,,0,
Wii U,The Adventures of Bayou Billy,"Konami Digital Entertainment, Inc.",Konami Industry Co. Ltd.,"Jan 07, 2016","Action, Racing / Driving","Behind view, Side view",2D scrolling,,Beat 'em up / brawler,,,0,,,0,
Wii U,Adventures of Lolo,Nintendo of America Inc.,"HAL Laboratory, Inc.","May 15, 2014","Action, Puzzle",Diagonal-down,Fixed / flip-screen,,,,,0,,,0,
Wii U,Adventures of Lolo 2,"HAL Laboratory, Inc.","HAL Laboratory, Inc.","Sep 03, 2014","Action, Puzzle",Diagonal-down,Fixed / flip-screen,,,,,0,,,0,
Wii U,Adventures of Pip,Tic Toc Games,Tic Toc Games,"Jun 04, 2015",Action,Side view,2D scrolling,,Platform,,,0,,"[85.0, 80.0, 70.0]",3,78.33333333333333
Wii U,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,"D3Publisher of America, Inc.","WayForward Technologies, Inc.","Nov 19, 2013",Action,Diagonal-down,2D scrolling,,,,,0,,"[50.0, 20.0]",2,35.0
Wii U,Adventure Time: Finn and Jake Investigations,"Little Orbit, LLC","Vicious Cycle Software, Inc.","Oct 20, 2015",Action,"3rd-person (Other), Diagonal-down",Cinematic camera,,"Beat 'em up / brawler, Puzzle elements",,,0,,[70.0],1,70.0
Wii U,Aenigma Os,Akies Games,Akies Games,"Sep 15, 2016",Puzzle,,Fixed / flip-screen,,Tile matching puzzle,,,0,,[40.0],1,40.0
Wii U,Aeroboto,Jaleco Ltd.,Jaleco Ltd.,"Mar 29, 2017",Action,Side view,2D scrolling,,"Arcade, Shooter",,,0,,,0,
Wii U,Affordable Space Adventures,KnapNok Games ApS,"KnapNok Games ApS, Nifflas' Games","Apr 09, 2015",Action,Side view,2D scrolling,,Puzzle elements,,,0,,"[92.0, 90.0, 90.0, 85.0, 80.0, 79.0, 71.0]",7,83.85714285714286
Wii U,Ai: Chō Aniki,"extreme Co.,Ltd.",Bits Laboratory,"Apr 20, 2016",Action,Side view,2D scrolling,,"Arcade, Shooter",,,0,,,0,
Wii U,Air Zonk,"Konami Digital Entertainment, Inc.",Naxat Soft,"Jul 27, 2017",Action,Side view,2D scrolling,,"Arcade, Shooter",,,0,,,0,
Wii U,Albert Odyssey,Sun Corporation,Tokai Engineering,"Jul 29, 2015","Role-playing (RPG), Strategy",Top-down,,,Tactical RPG,,,0,,,0,
Wii U,Alice in Wonderland,Brave Rock Games,Brave Rock Games,"Sep 01, 2016",Adventure,3rd-person (Other),,,Interactive book,,,0,,,0,
Wii U,Alien Crush,"Konami Digital Entertainment Co., Ltd.","Compile, Naxat Soft","Jun 08, 2017",Action,Top-down,,,Pinball,,,0,,,0,
Wii U,Alphadia Genesis,"Natsume, Inc.",EXE-CREATE Ltd.,"Nov 20, 2014",Role-playing (RPG),Diagonal-down,2D scrolling,Anime / Manga,Japanese-style RPG (JRPG),,,0,,"[70.0, 60.0, 60.0, 50.0, 45.0]",5,57.0
Wii U,The Amazing Spider-Man 2,"Activision Publishing, Inc.",Beenox Inc.,"Apr 29, 2014",Action,Behind view,,,,,,0,,"[73.0, 50.0, 40.0]",3,54.333333333333336
Wii U,The Amazing Spider-Man: Ultimate Edition,"Activision Publishing, Inc.",,"Mar 05, 2013",Compilation,,,,,,,0,,[60.0],1,60.0
Wii U,Angry Birds: Star Wars,"Activision Publishing, Inc.",Rovio Entertainment Oy,"Oct 29, 2013",Puzzle,Side view,2D scrolling,,Artillery,,,0,,"[60.0, 45.0]",2,52.5
Wii U,Angry Birds Trilogy,"Activision Publishing, Inc.",Rovio Mobile Oy,"Aug 13, 2013","Compilation, Strategy",Side view,2D scrolling,,,,,0,,"[80.0, 50.0]",2,65.0
Wii U,Angry Bunnies: Colossal Carrot Crusade,Cypronia s.r.o.,Cypronia s.r.o.,"Sep 25, 2014",Puzzle,Side view,2D scrolling,,,,,0,,"[50.0, 50.0, 30.0]",3,43.333333333333336
Wii U,The Angry Video Game Nerd Adventures,ScrewAttack Entertainment LLC,FreakZone Games,"Apr 02, 2015",Action,"3rd-person (Other), Side view",,,"Platform, Shooter",,,0,,"[70.0, 70.0, 60.0]",3,66.66666666666667
Wii U,Animal Crossing: Amiibo Festival,Nintendo of America Inc.,"NDCube Co., Ltd., Nintendo EPD","Nov 13, 2015",Strategy,3rd-person (Other),,,"Board game, Mini-games, Party game",,,0,,"[80.0, 62.0, 50.0, 50.0, 44.0, 43.0, 40.0, 40.0, 33.0]",9,49.111111111111114
Wii U,Animal Crossing: Amiibo Festival (Amiibo Bundle),"Nintendo Co., Ltd.",,"Nov 20, 2015",Special edition,,,,,,,0,,"[57.0, 50.0]",2,53.5
Wii U,Animal Crossing: Wild World,Nintendo of America Inc.,Nintendo EAD,"Oct 13, 2016",Simulation,Diagonal-down,,,Life / social simulation,,,0,,,0,
Wii U,Animal Gods,Still Games,Still Games,"Apr 06, 2017","Action, Adventure",3rd-person (Other),Isometric,,Platform,,,0,,,0,
Wii U,Annihilation,TreeFall Studios L.L.C.,TreeFall Studios L.L.C.,"Aug 31, 2017","Action, Strategy",Diagonal-down,Fixed / flip-screen,,"Arcade, Shooter, Tower defense",,,0,,,0,
Wii U,Another World: 20th Anniversary Edition,"Digital Lounge, The",,"Jun 19, 2014",Action,Side view,2D scrolling,,"Platform, Puzzle elements, Shooter",,,0,,"[75.0, 70.0, 8.0]",3,51.0
Wii U,Antarctic Adventure,"Konami Digital Entertainment Co., Ltd.",Konami Industry Co. Ltd.,"Jun 19, 2014",Action,Behind view,,,Arcade,,,0,,,0,
Wii U,Aperion Cyberstorm,aPriori Digital Ltd,aPriori Digital Ltd,"Feb 08, 2018",Action,Side view,2D scrolling,,"Arcade, Platform, Shooter",,,0,,,0,
Wii U,Aqua Moto Racing Utopia,Zordix AB,Zordix AB,"Apr 19, 2018",Racing / Driving,Behind view,,,Tricks / stunts,,,0,,,0,
Wii U,Aqua TV,Extra Mile Studios Ltd,Extra Mile Studios Ltd,"Mar 23, 2017",Simulation,1st-person,,,,,,0,,,0,
Wii U,Archery,Thornbury Software LLC,Thornbury Software LLC,"Sep 29, 2016",Sports,1st-person,,,,,,0,,,0,
Wii U,Armikrog.,Versus Evil LLC,"Pencil Test Studios, Inc.","Aug 23, 2016",Adventure,Side view,,,"Graphic adventure, Puzzle elements",,,0,,[60.0],1,60.0
Wii U,Armillo,Fuzzy Wuzzy Games Inc.,Fuzzy Wuzzy Games Inc.,"Jul 03, 2014",Action,"Diagonal-down, Side view",2D scrolling,,"Platform, Puzzle elements",,,0,,"[90.0, 80.0, 70.0, 59.0]",4,74.75
Wii U,Armored ACORNs: Action Squirrel Squad,Nexcra Software,Nexcra Software,"Mar 23, 2017",Action,Side view,2D scrolling,,"Arcade, Fighting",,,0,,,0,
Wii U,Arrow Time U,XenoHorizon,XenoHorizon,"Sep 18, 2014",Action,Top-down,2D scrolling,,,,,0,,"[50.0, 20.0]",2,35.0
Wii U,Art Academy: Home Studio,Nintendo of America Inc.,Headstrong Games Ltd.,"Jun 25, 2015",Educational,,,,,,,0,,"[90.0, 85.0, 80.0, 80.0, 80.0, 80.0]",6,82.5
Wii U,Art Academy: SketchPad,Nintendo of America Inc.,Headstrong Games Ltd.,"Aug 09, 2013",Educational,,,,,,,0,,[70.0],1,70.0
Wii U,Art of Balance,Shin'en Multimedia GmbH,Shin'en Multimedia GmbH,"Oct 09, 2014",Puzzle,Side view,Fixed / flip-screen,,,,,0,,"[92.0, 90.0, 80.0]",3,87.33333333333333
Wii U,Art of Balance TOUCH!,Shin'en Multimedia GmbH,Shin'en Multimedia GmbH,"Oct 09, 2014",Puzzle,Side view,,,,,,0,,"[90.0, 80.0, 80.0]",3,83.33333333333333
Wii U,Ascent of Kings,"Nostatic Software, LLC","Nostatic Software, LLC","Oct 22, 2015",Action,Side view,2D scrolling,,"Metroidvania, Platform",,,0,,"[80.0, 70.0, 50.0, 20.0]",4,55.0
Wii U,Asdivine Hearts,Kemco,EXE-CREATE Ltd.,"Apr 14, 2016",Role-playing (RPG),"Diagonal-down, Side view",Fixed / flip-screen,Anime / Manga,Japanese-style RPG (JRPG),,,0,,[70.0],1,70.0
Wii U,Assassin's Creed III,"Ubisoft, Inc.",Ubisoft Entertainment Inc.,"Nov 13, 2012",Action,Behind view,,,"Quick Time Events (QTEs), Stealth",,,0,,"[90.0, 90.0, 90.0, 80.0, 80.0, 78.0, 75.0, 70.0, 65.0, 40.0]",10,75.8
Wii U,Assassin's Creed III: The Battle Hardened Pack,"Ubisoft, Inc.",,"Jan 17, 2013",DLC / Add-on,,,,,,,0,,,0,
Wii U,Assassin's Creed IV: Black Flag,"Ubisoft, Inc.",Ubisoft Entertainment Inc.,"Oct 29, 2013",Action,Behind view,,,"Quick Time Events (QTEs), Stealth",,,0,,,0,
Wii U,Assassin's Creed IV: Black Flag (Black Chest Edition),"Ubisoft, Inc.",,"Oct 29, 2013",Special edition,,,,,,,0,,,0,
Wii U,Assassin's Creed IV: Black Flag (Buccaneer Edition),"Ubisoft, Inc.",,"Oct 29, 2013",Special edition,,,,,,,0,,,0,
Wii U,Assassin's Creed IV: Black Flag (GameStop Edition),"Ubisoft, Inc.",,"Oct 29, 2013",Special edition,,,,,,,0,,,0,
Wii U,Assassin's Creed IV: Black Flag (Lethal Pirate Edition),"Ubisoft, Inc.",,"Oct 29, 2013",Special edition,,,,,,,0,,,0,
Wii U,Assassin's Creed IV: Black Flag (Skull Edition),"Ubisoft, Inc.",,"Oct 29, 2013",Special edition,,,,,,,0,,,0,
Wii U,Assassin's Creed IV: Black Flag (Special Edition),Ubisoft Entertainment SA,,"Nov 21, 2013",Special edition,,,,,,,0,,,0,
Wii U,Asteroid Quarry,Hero Work Studios,Hero Work Studios,"Jul 09, 2015",Action,Top-down,2D scrolling,,"Arcade, Shooter",,,0,,[40.0],1,40.0
Wii U,Astral Breakers,Intropy Games,Intropy Games,"Aug 06, 2015",Puzzle,,Fixed / flip-screen,,"Falling block puzzle, Tile matching puzzle",,,0,,"[70.0, 65.0]",2,67.5
Wii U,Atlantis no Nazo,Sun Corporation,Sun Electronics Corp.,"Apr 22, 2015",Action,Side view,2D scrolling,,Platform,,,0,,,0,
Wii U,Ava and Avior Save the Earth,2020 Venture,2020 Venture,"Apr 24, 2014","Action, Educational",Side view,,,,,,0,,"[40.0, 10.0]",2,25.0
Wii U,The Avengers: Battle for Earth,"Ubisoft, Inc.",Ubisoft Quebec City Studio,"Dec 04, 2012",Action,3rd-person (Other),,,Fighting,,,0,,"[50.0, 50.0, 45.0, 40.0, 40.0]",5,45.0
Wii U,Avoider,RCMADIAX LLC,RCMADIAX LLC,"Jan 07, 2016",Action,Side view,,,"Arcade, Shooter",,,0,,[50.0],1,50.0
Wii U,A World of Keflings,NinjaBee,NinjaBee,"Nov 13, 2014","Simulation, Strategy",Top-down,,,,,,0,,"[85.0, 80.0, 80.0, 76.0, 65.0, 42.0]",6,71.33333333333333
Wii U,Axelay,"Konami Digital Entertainment, Inc.","Konami Co., Ltd.","Feb 19, 2015",Action,"Diagonal-down, Side view",2D scrolling,Anime / Manga,Shooter,,,0,,,0,
Wii U,Axiom Verge,Thomas Happ Games LLC,Thomas Happ Games LLC,"Sep 01, 2016",Action,Side view,Fixed / flip-screen,,"Metroidvania, Platform, Puzzle elements, Shooter",,,0,,"[100.0, 96.0]",2,98.0
Wii U,Axiom Verge (Multiverse Edition),Limited Run Games,,"Mar 29, 2019",Special edition,,,,,,,0,,,0,
Wii U,Azure Snake,RandomSpin-Games S.R.L.,RandomSpin-Games S.R.L.,"Jan 24, 2019",Action,Top-down,Fixed / flip-screen,,Arcade,,,0,,[29.0],1,29.0
Wii U,B3: Game Expo for Bees,Famous Gamous,Famous Gamous,"Jun 02, 2016",Action,1st-person,,,"Puzzle elements, Shooter",,,0,,[50.0],1,50.0
Wii U,Babel no Tō,BANDAI NAMCO Games Inc.,Namco Limited,"Oct 22, 2014",Action,Side view,2D scrolling,,"Platform, Puzzle elements",,,0,,,0,
Wii U,Back to Bed,Bedtime Digital Games ApS,Bedtime Digital Games ApS,"Dec 22, 2016",Puzzle,Diagonal-down,Isometric,,,,,0,,[70.0],1,70.0
Wii U,Badland: Game of the Year Edition,Frogmind Oy,Frogmind Oy,"Jul 30, 2015","Action, Puzzle",Side view,2D scrolling,,,,,0,,"[80.0, 70.0]",2,75.0
Wii U,Bahamut Lagoon,"Square Enix Co., Ltd.","Square Co., Ltd.","Feb 05, 2014","Role-playing (RPG), Strategy","Diagonal-down, Side view",,,,,,0,,,0,
Wii U,Baila Latino,Oxygene S.r.l,Oxygene S.r.l,"May 28, 2015",Action,3rd-person (Other),,,Music / rhythm,,,0,,[30.0],1,30.0
Wii U,Balloon Fight,Nintendo of America Inc.,"Nintendo Co., Ltd.","Jan 23, 2013",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[50.0, 50.0, 42.0]",3,47.333333333333336
Wii U,Ballpoint Universe: Infinite,Arachnid Games,Arachnid Games,"Oct 16, 2014",Action,"3rd-person (Other), Side view",,,"Platform, Shooter",,,0,,"[70.0, 60.0]",2,65.0
Wii U,Barbie Dreamhouse Party,"Little Orbit, LLC",Torus Games Pty. Ltd.,"Nov 12, 2013",Action,3rd-person (Other),,,"Mini-games, Party game",,,0,,"[60.0, 40.0]",2,50.0
Wii U,Barbie & Her Sisters: Puppy Rescue,"Little Orbit, LLC",Torus Games Pty. Ltd.,"Nov 20, 2015",Simulation,3rd-person (Other),,,,,,0,,[40.0],1,40.0
Wii U,Baseball,Nintendo of America Inc.,Nintendo R&D1,"Oct 24, 2013",Sports,Diagonal-down,,,,,,0,,,0,
Wii U,Baseball Simulator 1.000,"Culture Brain USA, Inc.",Culture Brain Inc.,"Jul 07, 2016",Sports,Diagonal-down,,,Arcade,,,0,,,0,
Wii U,Bases Loaded,HAMSTER Corporation,"Tose Co., Ltd.","Jul 10, 2014",Sports,"Behind view, Diagonal-down",,,,,,0,,,0,
Wii U,Batman: Arkham City - Armored Edition,Warner Bros. Interactive Entertainment Inc.,Rocksteady Studios Ltd,"Nov 18, 2012",Action,3rd-person (Other),,,"Beat 'em up / brawler, Stealth",,[4.43],1,4.43,"[91.0, 90.0, 90.0, 87.0, 80.0, 80.0, 80.0, 80.0, 70.0, 70.0]",10,81.8
Wii U,Batman: Arkham Origins,Warner Bros. Interactive Entertainment Inc.,"Splash Damage, Ltd, Warner Bros. Games Montreal","Oct 25, 2013",Action,Behind view,,,"Beat 'em up / brawler, Sandbox / open world, Stealth",,,0,,"[83.0, 80.0, 80.0, 75.0, 75.0, 60.0, 60.0]",7,73.28571428571429
Wii U,Batman: Arkham Origins - Blackgate: Deluxe Edition,Warner Bros. Interactive Entertainment Inc.,Armature Studio,"Apr 01, 2014",Action,Side view,2D scrolling,,Metroidvania,,,0,,[50.0],1,50.0
Wii U,Battle Chopper,"Konami Digital Entertainment, Inc.",Irem Corp.,"Feb 01, 2018",Action,Side view,2D scrolling,,Shooter,,,0,,,0,
Wii U,Battle City,BANDAI NAMCO Games Inc.,Namco Limited,"Jul 09, 2014",Action,Top-down,,,Shooter,,,0,,,0,
Wii U,Battle Lode Runner,"Konami Digital Entertainment, Inc.","Hudson Soft Company, Ltd.","Nov 30, 2017","Action, Puzzle",Side view,,,Platform,,,0,,,0,
Wii U,Bayonetta,Nintendo of America Inc.,Platinum Games Inc.,"Oct 24, 2014",Action,Behind view,,,"Hack and slash, Quick Time Events (QTEs)",,,0,,"[95.0, 90.0, 80.0]",3,88.33333333333333
Wii U,Bayonetta 2,Nintendo of America Inc.,Platinum Games Inc.,"Sep 24, 2014",Action,Behind view,,,Hack and slash,,,0,,"[100.0, 100.0, 100.0, 95.0, 95.0, 90.0, 88.0, 85.0, 75.0, 70.0]",10,89.8
Wii U,Bayonetta 2 (First Print Edition),Nintendo of Europe GmbH,,"Oct 24, 2014",Special edition,,,,,,,0,,,0,
Wii U,Bayonetta + Bayonetta 2 (Special Edition),"Nintendo Australia Pty., Ltd.",,"Oct 24, 2014","Compilation, Special edition",,,,,,,0,,,0,
Wii U,Beatbuddy: Tale of the Guardians,THREAKS GmbH,THREAKS GmbH,"Sep 24, 2015",Action,Side view,2D scrolling,,"Music / rhythm, Puzzle elements",,,0,,"[80.0, 60.0, 60.0]",3,66.66666666666667
Wii U,The Beggar's Ride,Bad Seed srl.,Bad Seed srl.,"May 05, 2016",Action,"3rd-person (Other), Side view",2D scrolling,,Platform,,,0,,[70.0],1,70.0
Wii U,Ben 10: Omniverse,"D3Publisher of America, Inc.",Monkey Bar Games,"Nov 18, 2012",Action,3rd-person (Other),,,Beat 'em up / brawler,,,0,,"[60.0, 50.0, 45.0, 40.0, 40.0, 35.0]",6,45.0
Wii U,Ben 10: Omniverse 2,"D3Publisher of America, Inc.","High Voltage Software, Inc.","Nov 05, 2013",Action,3rd-person (Other),,,Beat 'em up / brawler,,,0,,[30.0],1,30.0
Wii U,Big Brain Academy,Nintendo of America Inc.,Nintendo EAD,"Feb 11, 2016","Educational, Puzzle",Top-down,,,Mental training,,,0,,,0,
Wii U,Bigley's Revenge,Ninja Pig Studios,Ninja Pig Studios,"Jan 07, 2016",Action,1st-person,,,Shooter,,,0,,[20.0],1,20.0
Wii U,Bike Rider DX2: Galaxy,Spicysoft,"Mobile & Game Studio, Inc.","Oct 14, 2015",Sports,Side view,,,,,,0,,,0,
Wii U,The Binding of Isaac: Rebirth,"Nicalis, Inc.","Nicalis, Inc.","Jul 23, 2015",Action,Diagonal-down,,,"Roguelike, Shooter",,,0,,[80.0],1,80.0
Wii U,Bio Miracle Bokutte Upa,"Konami Digital Entertainment Co., Ltd.","Konami Co., Ltd.","Jul 15, 2015",Action,Side view,2D scrolling,,Platform,,,0,,,0,
Wii U,Bird Mania: Party,Teyon S.A.,Teyon S.A.,"Mar 17, 2016",Action,Side view,2D scrolling,,Arcade,,,0,,[80.0],1,80.0
Wii U,bit Dungeon+,Dolores Entertainment S.L.,"Dolores Entertainment S.L., Kinto Games LLC","Oct 13, 2016","Action, Role-playing (RPG)",Diagonal-down,Fixed / flip-screen,,,,,0,,[80.0],1,80.0
Wii U,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,Gaijin Games Inc.,Gaijin Games Inc.,"Feb 26, 2013",Action,Side view,2D scrolling,,"Music / rhythm, Platform",,,0,,"[100.0, 100.0, 97.0, 90.0, 86.0, 84.0, 80.0, 80.0, 70.0]",9,87.44444444444444
Wii U,Blackjack 21,Skunk Software,Skunk Software,"Jun 23, 2016",Simulation,Top-down,Fixed / flip-screen,,Cards / tiles,,,0,,[40.0],1,40.0
Wii U,Blaster Master,Sun Corporation,"Sun Electronics Corp., Tokai Engineering","Jul 16, 2015",Action,"Side view, Top-down",2D scrolling,,"Metroidvania, Platform, Shooter",,,0,,,0,
Wii U,Blasting Agent: Ultimate Edition,Ratalaika Games S.L.,"Axol Studio, LLC","Aug 18, 2016",Action,Side view,2D scrolling,,"Platform, Shooter",,,0,,"[60.0, 40.0]",2,50.0
Wii U,Blazing Lazers,"Konami Digital Entertainment, Inc.","Compile, Hudson Soft Company, Ltd.","May 18, 2017",Action,Top-down,,,Shooter,,,0,,,0,
Wii U,Blek,kunabi brother GmbH,kunabi brother GmbH,"Feb 12, 2015",Puzzle,Side view,Fixed / flip-screen,,,,,0,,[80.0],1,80.0
Wii U,Blockara,Haunted Bees Productions,Haunted Bees Productions,"Apr 21, 2016",Puzzle,1st-person,Fixed / flip-screen,,Tile matching puzzle,,,0,,[50.0],1,50.0
Wii U,Blocky Bot,"Mobot Studios, Inc.","Mobot Studios, Inc.","May 21, 2015",Action,Side view,2D scrolling,,Platform,,,0,,"[80.0, 60.0]",2,70.0
Wii U,Block Zombies!,"Nostatic Software, LLC","Nostatic Software, LLC","May 25, 2017",Action,1st-person,,,,,,0,,,0,
Wii U,Blok Drop U,RCMADIAX LLC,RCMADIAX LLC,"Mar 06, 2014",Puzzle,Side view,Fixed / flip-screen,,,,,0,,"[60.0, 60.0]",2,60.0
Wii U,Blok Drop X: Twisted Fusion,RCMADIAX LLC,Leuvsion,"Dec 18, 2014",Puzzle,Side view,,,,,,0,,"[80.0, 70.0]",2,75.0
Wii U,Blue-Collar Astronaut,Mutated Software,Mutated Software,"Mar 14, 2017","Action, Simulation",Side view,2D scrolling,,Managerial / business simulation,,,0,,[50.0],1,50.0
Wii U,Bomberman 64,"Konami Digital Entertainment, Inc.","Hudson Soft Company, Ltd.","Mar 09, 2017",Action,Diagonal-down,2D scrolling,Anime / Manga,"Arcade, Platform",,,0,,,0,
Wii U,Bomberman '93,"Konami Digital Entertainment, Inc.","Hudson Soft Company, Ltd.","Nov 30, 2017",Action,Top-down,Fixed / flip-screen,,Arcade,,,0,,,0,
Wii U,Bomberman: Panic Bomber,"Konami Digital Entertainment, Inc.","Hudson Soft Company, Ltd.","Nov 23, 2017",Puzzle,,,Anime / Manga,Falling block puzzle,,,0,,,0,
Wii U,Bombing Bastards,Sanuk Games SARL,Sanuk Games SARL,"Jul 03, 2014",Action,Diagonal-down,Fixed / flip-screen,,,,,0,,"[85.0, 60.0]",2,72.5
Wii U,Bonk 3: Bonk's Big Adventure,"D4 Enterprise, Inc.","A.I Co., Ltd.","Jun 29, 2017",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,,0,
Wii U,Bonk's Adventure,"Konami Digital Entertainment, Inc.","Atlus Co., Ltd., Red Company Corporation","Jul 14, 2016",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,[40.0],1,40.0
Wii U,Bonk's Revenge,"Konami Digital Entertainment, Inc.",Red Company Corporation,"May 04, 2017",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,,0,
Wii U,The Book of Unwritten Tales 2,Nordic Games NA Inc.,KING Art GmbH,"Jun 07, 2016",Adventure,Side view,2D scrolling,,"Graphic adventure, Puzzle elements",,,0,,,0,
Wii U,Booty Diver,Xavier Orion Games,Xavier Orion Games,"Apr 20, 2017",Action,,,,Arcade,,,0,,,0,
Wii U,Box Up,RCMADIAX LLC,RCMADIAX LLC,"Jul 13, 2017",Puzzle,1st-person,2D scrolling,,,,,0,,,0,
Wii U,Brain Age: Train Your Brain in Minutes a Day!,Nintendo of America Inc.,Nintendo SDD,"Apr 14, 2016",Puzzle,Top-down,,,Mental training,,,0,,[80.0],1,80.0
Wii U,Brave Tank Hero,"Natsume, Inc.","Barnhouse Effect Co., Ltd","Aug 27, 2015","Action, Simulation",1st-person,,,,,,0,,[20.0],1,20.0
Wii U,Brawl Brothers,HAMSTER Corporation,Jaleco Ltd.,"Nov 21, 2013",Action,Side view,2D scrolling,,Beat 'em up / brawler,,,0,,,0,
Wii U,Break In,"Konami Digital Entertainment, Inc.","Algorithm Institute, Hudson Soft Company, Ltd.","Nov 16, 2017",Sports,Top-down,,,,,,0,,,0,
Wii U,Breakout Defense,nuGAME,nuGAME,"Dec 15, 2016",Action,Top-down,Fixed / flip-screen,,Paddle / Pong,,,0,,,0,
Wii U,Breakout Defense 2,nuGAME,nuGAME,"Nov 23, 2017",Action,Top-down,Fixed / flip-screen,,"Arcade, Paddle / Pong",,,0,,,0,
Wii U,Breath of Fire,"Capcom U.S.A., Inc.","Capcom Co., Ltd.","Feb 12, 2015",Role-playing (RPG),Top-down,,Anime / Manga,Japanese-style RPG (JRPG),,,0,,[50.0],1,50.0
Wii U,Breath of Fire II,"Capcom U.S.A., Inc.","Capcom Co., Ltd.","Sep 05, 2013",Role-playing (RPG),,Isometric,,Japanese-style RPG (JRPG),,,0,,,0,
