platform,title,published by,developed by,released,genre,perspective,visual,art,gameplay,interface,userReviews,userReviewCount,averageUserReview,criticReviews,criticReviewCount,averageCriticReview
Gamecube,Disney's PK: Out of the Shadows,"Ubi Soft Entertainment, Inc.",Ubi Soft SARL,"Nov 30, 2002",Action,3rd-person (Other),,,,,,0,,"[84.0, 74.0, 60.0, 60.0, 48.0, 45.0, 40.0, 40.0, 40.0, 32.0]",10,52.3
Gamecube,Disney Sports Basketball,"Konami of America, Inc.","Polygon Magic, Inc.",2003,Sports,Diagonal-down,,,,,,0,,"[83.0, 70.0, 70.0, 55.0, 50.0, 40.0, 26.0]",7,56.285714285714285
Gamecube,Disney Sports Football,"Konami of America, Inc.",Konami OSA Ltd.,"Dec 06, 2002","Action, Sports",Diagonal-down,,,Arcade,,,0,,"[68.0, 60.0, 52.0, 51.0]",4,57.75
Gamecube,Disney Sports Skateboarding,"Konami of America, Inc.","Atelier Double Co. Ltd., Konami OSA Ltd.","Nov 17, 2002",Sports,Behind view,,,Tricks / stunts,,,0,,"[50.0, 47.0, 30.0, 29.0, 29.0, 25.0, 22.0]",7,33.142857142857146
Gamecube,Disney Sports Soccer,"Konami of America, Inc.","Konami Computer Entertainment Osaka Co., Ltd.","Nov, 2002",Sports,Diagonal-down,,,,,,0,,"[84.0, 75.0, 71.0, 71.0, 65.0, 60.0, 60.0, 58.0, 40.0]",9,64.88888888888889
Gamecube,Disney's Tarzan Untamed,Ubi Soft Entertainment Software,Ubi Soft Entertainment Inc.,"Nov 16, 2001",Action,3rd-person (Other),,,,,,0,,"[82.0, 75.0, 70.0, 70.0, 65.0, 65.0, 64.0, 63.0, 63.0, 59.0]",10,67.6
Gamecube,Disney's The Haunted Mansion,"TDK Mediactive, Inc.","High Voltage Software, Inc.","Oct 14, 2003",Action,3rd-person (Other),,,Puzzle elements,,,0,,"[83.0, 82.0, 80.0, 73.0, 70.0, 70.0, 62.0]",7,74.28571428571429
Gamecube,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,"Ubisoft, Inc.",Phoenix Studio,"Feb, 2005",Adventure,3rd-person (Other),,,Puzzle elements,,,0,,"[70.0, 70.0, 60.0, 59.0, 55.0, 43.0]",6,59.5
Gamecube,Dōbutsu no Mori +,"Nintendo Co., Ltd.",Nintendo EAD,"Dec 14, 2001",Simulation,Diagonal-down,,,Life / social simulation,,,0,,,0,
Gamecube,Dōbutsu no Mori e+,"Nintendo Co., Ltd.",Nintendo EAD,"Jun 27, 2003",Simulation,Diagonal-down,,,Life / social simulation,,,0,,[90.0],1,90.0
Gamecube,Donkey Konga,Nintendo of America Inc.,Namco Limited,"Sep 28, 2004",Simulation,Side view,2D scrolling,,"Mini-games, Music / rhythm",,[4.6],1,4.6,"[87.0, 85.0, 80.0, 75.0, 75.0, 72.0, 70.0, 67.0, 60.0, 46.0]",10,71.7
Gamecube,Donkey Konga 2,Nintendo of America Inc.,Namco Limited,"May 09, 2005",Simulation,Side view,2D scrolling,,"Mini-games, Music / rhythm",,,0,,"[88.0, 85.0, 84.0, 83.0, 80.0, 70.0, 70.0, 70.0, 50.0, 33.0]",10,71.3
Gamecube,Donkey Konga 3: Tabe-houdai! Haru Mogitate 50 Kyoku,"Nintendo Co., Ltd.",Namco Limited,"Mar 17, 2005",Simulation,Side view,2D scrolling,,Music / rhythm,,,0,,[80.0],1,80.0
Gamecube,Donkey Kong: Jungle Beat,Nintendo of America Inc.,Nintendo EAD,"Mar 14, 2005",Action,"3rd-person (Other), Side view",,,"Music / rhythm, Platform, Quick Time Events (QTEs)",,,0,,"[90.0, 88.0, 85.0, 85.0, 82.0, 80.0, 80.0, 80.0, 78.0, 70.0]",10,81.8
Gamecube,Dora the Explorer: Journey to the Purple Planet,Global Star Software Inc.,Monkey Bar Games,"Sep 08, 2006","Adventure, Educational",3rd-person (Other),,,,,,0,,,0,
Gamecube,Doshin the Giant,"Nintendo Co., Ltd.",Param,"Mar 12, 2002","Simulation, Strategy",3rd-person (Other),,,Managerial / business simulation,,[3.6],1,3.6,"[87.0, 74.0, 70.0, 70.0, 70.0, 68.0, 60.0, 60.0, 45.0, 30.0]",10,63.4
Gamecube,Dragon Ball Z: Budokai,"Atari, Inc.",Dimps Corporation,"Oct 28, 2003","Action, Role-playing (RPG)",3rd-person (Other),,Anime / Manga,Fighting,,,0,,"[87.0, 74.0, 72.0, 70.0, 70.0, 70.0, 68.0, 64.0, 60.0, 60.0]",10,69.5
Gamecube,Dragon Ball Z: Budokai 2,"Atari, Inc.",Dimps Corporation,"Dec 15, 2004",Action,,,Anime / Manga,Fighting,,,0,,"[76.0, 75.0, 75.0, 75.0, 75.0, 70.0, 66.0, 60.0, 60.0, 50.0]",10,68.2
Gamecube,Dragon Ball Z: Sagas,"Atari, Inc.",Avalanche Software LLC,"Mar 22, 2005",Action,3rd-person (Other),,Anime / Manga,"Beat 'em up / brawler, RPG elements",,,0,,"[70.0, 65.0, 65.0, 50.0, 40.0, 38.0]",6,54.666666666666664
Gamecube,Dragon Drive: D-Masters Shot,"Bandai Co., Ltd.","Treasure Co., Ltd.","Aug 08, 2003",Action,3rd-person (Other),,Anime / Manga,Shooter,,,0,,[52.0],1,52.0
Gamecube,Dragon's Lair 3D: Return to the Lair,"Encore, Inc.",Dragonstone Software,"Dec 31, 2002",Action,Behind view,,,"Platform, Puzzle elements",,[4.14],1,4.14,"[76.0, 70.0, 70.0, 68.0, 65.0, 60.0, 60.0, 60.0, 50.0, 40.0]",10,61.9
Gamecube,Dream Mix TV: World Fighters,"Hudson Soft Company, Ltd.",Red Company Corporation,"Dec 18, 2003",Action,"3rd-person (Other), Side view",,,"Fighting, Platform",,,0,,[80.0],1,80.0
Gamecube,DreamWorks & Aardman Flushed Away,"D3Publisher of America, Inc.",Monkey Bar Games,"Oct 24, 2006",Action,3rd-person (Other),,,,,,0,,"[70.0, 50.0, 43.0, 40.0]",4,50.75
Gamecube,DreamWorks Shark Tale,"Activision Publishing, Inc.","Edge of Reality, Ltd.","Sep 27, 2004","Action, Racing / Driving",3rd-person (Other),,,,,,0,,"[85.0, 70.0, 70.0, 70.0, 70.0, 69.0, 69.0]",7,71.85714285714286
Gamecube,Driven,"BAM! Entertainment, Inc.",BAM! Studios Europe Ltd.,"Mar 26, 2002",Racing / Driving,"1st-person, 3rd-person (Other)",,,,,,0,,"[75.0, 70.0, 62.0, 57.0, 52.0, 50.0, 45.0, 40.0, 40.0, 36.0]",10,52.7
Gamecube,Dr. Muto,"Midway Home Entertainment, Inc.","Midway Games West, Inc.","Jan 03, 2003",Action,Behind view,,,Platform,,,0,,"[85.0, 75.0, 70.0, 68.0, 65.0, 65.0, 60.0, 56.0, 50.0]",9,66.0
Gamecube,Drome Racers,LEGO Interactive,Attention to Detail Limited,"Sep 16, 2003",Racing / Driving,"1st-person, Behind view",,,,,,0,,"[77.0, 74.0, 61.0, 55.0, 55.0, 51.0]",6,62.166666666666664
Gamecube,"Ed, Edd n Eddy: The Mis-Edventures","Midway Home Entertainment, Inc.",Artificial Mind & Movement,"Oct 25, 2005",Action,Behind view,,,"Platform, Puzzle elements",,,0,,"[74.0, 46.0, 40.0]",3,53.333333333333336
Gamecube,Egg Mania,"Kemco U.S.A., Inc.",HotGen Studios Ltd.,"Sep 11, 2002",Action,3rd-person (Other),Fixed / flip-screen,,"Arcade, Platform, Puzzle elements",,,0,,"[82.0, 64.0, 53.0, 53.0]",4,63.0
Gamecube,Eighteen Wheeler: American Pro Trucker,"Acclaim Entertainment, Inc.","SEGA-AM2 Co., LTD.","Feb 19, 2002",Racing / Driving,"1st-person, Behind view",,,,,,0,,"[70.0, 60.0, 60.0, 55.0, 55.0, 49.0, 43.0, 40.0, 40.0, 40.0]",10,51.2
Gamecube,Enter the Matrix,"Atari, Inc.","Shiny Entertainment, Inc.","May 15, 2003",Action,"1st-person, Behind view",,,,,"[3.71, 4.86]",2,4.285,"[82.0, 72.0, 70.0, 67.0, 64.0, 60.0, 55.0, 42.0, 40.0, 40.0]",10,59.2
Gamecube,ESPN International Winter Sports 2002,"Konami of America, Inc.","Konami Computer Entertainment Osaka Co., Ltd.","Feb, 2002","Simulation, Sports","3rd-person (Other), Behind view",,,,,,0,,"[78.0, 75.0, 75.0, 65.0, 60.0, 59.0, 55.0, 50.0, 37.0, 33.0]",10,58.7
Gamecube,ESPN MLS ExtraTime 2002,"Konami of America, Inc.","Konami Computer Entertainment America, Inc.",2002,Sports,Diagonal-down,,,,,,0,,,0,
Gamecube,Eternal Darkness: Sanity's Requiem,Nintendo of America Inc.,"Silicon Knights, Inc.","Jun 24, 2002",Action,3rd-person (Other),,,"Metroidvania, Puzzle elements, Survival horror",,"[5.0, 4.57, 4.57, 2.0, 4.57, 5.0]",6,4.285,"[100.0, 100.0, 100.0, 97.0, 94.0, 91.0, 90.0, 90.0, 90.0, 87.0]",10,93.9
Gamecube,Evolution Skateboarding,"Konami of America, Inc.","Konami Computer Entertainment Osaka Co., Ltd.","Nov 17, 2002",Sports,3rd-person (Other),,,,,,0,,"[39.0, 39.0]",2,39.0
Gamecube,Evolution Snowboarding,Konami of Europe GmbH,"Konami Computer Entertainment Osaka Co., Ltd.","Mar 31, 2003","Action, Sports",Behind view,,,Arcade,,,0,,[47.0],1,47.0
Gamecube,Evolution Worlds,Ubi Soft Entertainment Software,"Sting, Inc.",2002,Role-playing (RPG),3rd-person (Other),,Anime / Manga,,,,0,,"[80.0, 76.0, 65.0, 63.0, 61.0, 61.0, 59.0, 55.0, 50.0, 40.0]",10,61.0
Gamecube,F1 2002,"Electronic Arts, Inc.",Visual Sciences Ltd.,"Jun 22, 2002","Racing / Driving, Simulation","1st-person, Behind view",,,,,,0,,"[87.0, 80.0, 80.0, 77.0, 75.0, 70.0, 70.0, 58.0, 55.0]",9,72.44444444444444
Gamecube,F1 Career Challenge,"Electronic Arts, Inc.",Visual Sciences Ltd.,"Jun 26, 2003","Racing / Driving, Simulation","1st-person, Behind view",,,,,,0,,"[80.0, 77.0, 77.0, 69.0, 60.0]",5,72.6
Gamecube,The Fairly OddParents!: Breakin' da Rules,THQ Inc.,Blitz Games Ltd,"Nov, 2003",Action,Behind view,,,"Platform, Puzzle elements",,,0,,"[60.0, 50.0, 50.0, 39.0]",4,49.75
Gamecube,The Fairly OddParents!: Shadow Showdown,THQ Inc.,Blitz Games Ltd,"Sep 09, 2004",Action,Behind view,,,,,,0,,,0,
Gamecube,Fantastic 4,"Activision Publishing, Inc.","7 Studios, Inc.","Jun 28, 2005",Action,3rd-person (Other),,,,,,0,,"[79.0, 73.0, 72.0, 70.0, 67.0, 65.0, 62.0, 58.0, 50.0, 45.0]",10,64.1
Gamecube,FIFA Soccer 06,"Electronic Arts, Inc.",Electronic Arts Canada,"Oct 04, 2005",Sports,Diagonal-down,2D scrolling,,,,,0,,"[90.0, 85.0, 83.0, 83.0, 80.0, 80.0, 80.0, 75.0, 70.0, 59.0]",10,78.5
Gamecube,FIFA Soccer 07,"Electronic Arts, Inc.",Electronic Arts Canada,"Oct 03, 2006",Sports,Diagonal-down,2D scrolling,,Managerial / business simulation,,[5.0],1,5.0,"[89.0, 89.0, 84.0, 82.0, 80.0, 80.0, 78.0, 70.0, 60.0, 50.0]",10,76.2
Gamecube,FIFA Soccer 2002: Major League Soccer,"Electronic Arts, Inc.",Electronic Arts Canada,"Nov 18, 2001",Sports,Diagonal-down,2D scrolling,,,,,0,,"[89.0, 88.0, 88.0, 86.0, 86.0, 82.0, 80.0, 70.0]",8,83.625
Gamecube,FIFA Soccer 2003,"Electronic Arts, Inc.",Electronic Arts Canada,"Nov 05, 2002",Sports,"3rd-person (Other), Diagonal-down",,,,,,0,,"[100.0, 87.0, 87.0, 85.0, 85.0, 85.0, 85.0, 80.0, 70.0, 60.0]",10,82.4
Gamecube,FIFA Soccer 2004,"Electronic Arts, Inc.",Electronic Arts Canada,"Nov 11, 2003",Sports,3rd-person (Other),,,,,,0,,"[90.0, 88.0, 85.0, 85.0, 84.0, 80.0, 75.0, 75.0, 70.0, 60.0]",10,79.2
Gamecube,FIFA Soccer 2005,"Electronic Arts, Inc.",Electronic Arts Canada,"Oct 12, 2004",Sports,Diagonal-down,2D scrolling,,,,,0,,"[88.0, 86.0, 86.0, 84.0, 82.0, 80.0, 75.0, 70.0, 70.0, 60.0]",10,78.1
Gamecube,FIFA Street,"Electronic Arts, Inc.",Electronic Arts Canada,"Feb 02, 2005",Sports,Diagonal-down,2D scrolling,,Tricks / stunts,,,0,,"[71.0, 66.0, 65.0, 65.0, 61.0, 60.0, 56.0, 55.0, 50.0, 40.0]",10,58.9
Gamecube,FIFA Street 2,"Electronic Arts, Inc.",Electronic Arts Canada,"Feb 28, 2006",Sports,Diagonal-down,2D scrolling,,Tricks / stunts,,,0,,"[100.0, 80.0, 78.0, 75.0, 75.0, 61.0, 60.0, 50.0, 46.0, 42.0]",10,66.7
Gamecube,FIFA World Cup: Germany 2006,"Electronic Arts, Inc.",Electronic Arts Canada,"Apr 24, 2006",Sports,Diagonal-down,2D scrolling,,,,,0,,"[85.0, 83.0, 80.0, 80.0, 75.0, 71.0, 70.0, 60.0, 58.0, 50.0]",10,71.2
Gamecube,Fight Night Round 2,"Electronic Arts, Inc.",Electronic Arts Chicago,"Feb 28, 2005",Sports,3rd-person (Other),,,Fighting,,,0,,"[91.0, 90.0, 90.0, 90.0, 89.0, 85.0, 84.0, 83.0, 80.0, 75.0]",10,85.7
Gamecube,Final Fantasy: Crystal Chronicles,Nintendo of America Inc.,"Game Designers Studio, The","Feb 09, 2004","Action, Role-playing (RPG)",Diagonal-down,,,,,"[4.0, 3.67]",2,3.835,"[90.0, 90.0, 78.0, 76.0, 75.0, 75.0, 70.0, 70.0, 60.0, 60.0]",10,74.4
Gamecube,Fireblade,"Midway Home Entertainment, Inc.",Kuju Entertainment Ltd.,"Nov 15, 2002",Action,3rd-person (Other),,,Shooter,,,0,,"[72.0, 70.0, 68.0, 35.0]",4,61.25
Gamecube,Fire Emblem: Path of Radiance,Nintendo of America Inc.,"Intelligent Systems Co., Ltd.","Oct 17, 2005","Role-playing (RPG), Strategy",3rd-person (Other),,Anime / Manga,,,,0,,"[90.0, 88.0, 86.0, 82.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0]",10,82.6
Gamecube,Franklin: A Birthday Surprise,"Game Factory ApS, The",Neko Entertainment SARL,2006,Action,Side view,,,Platform,,,0,,,0,
Gamecube,Freaky Flyers,"Midway Home Entertainment, Inc.","Midway Home Entertainment, Inc.","Aug 04, 2003","Action, Racing / Driving",Behind view,,,Arcade,,,0,,"[87.0, 86.0, 76.0, 74.0, 73.0, 70.0, 68.0, 66.0, 50.0]",9,72.22222222222223
Gamecube,Freedom Fighters,"Electronic Arts, Inc.",Io-Interactive A/S,"Oct 01, 2003",Action,Behind view,,,Shooter,,"[3.57, 4.43]",2,4.0,"[92.0, 90.0, 86.0, 86.0, 86.0, 85.0, 83.0, 83.0, 80.0, 70.0]",10,84.1
Gamecube,Freekstyle,"Electronic Arts, Inc.","Page 44 Studios, LLC, Electronic Arts Redwood Shores Studio","Sep 03, 2002","Racing / Driving, Sports",3rd-person (Other),,,Tricks / stunts,,[4.0],1,4.0,"[95.0, 84.0, 82.0, 80.0, 80.0, 80.0, 80.0, 77.0, 70.0, 67.0]",10,79.5
Gamecube,Freestyle MetalX,"Midway Home Entertainment, Inc.",Deibus Studios Ltd.,"Sep 12, 2003","Racing / Driving, Sports",3rd-person (Other),,,Tricks / stunts,,,0,,"[76.0, 70.0]",2,73.0
Gamecube,Freestyle Street Soccer,"Acclaim Entertainment, Inc.","Gusto Games Ltd., Silicon Dreams Studio Ltd.",2004,Sports,Diagonal-down,,,,,,0,,"[68.0, 50.0, 45.0, 45.0, 38.0]",5,49.2
Gamecube,Frogger: Ancient Shadow,"Konami Digital Entertainment, Inc.","Hudson Soft Company, Ltd.","Sep 27, 2005",Action,Diagonal-down,,,"Arcade, Puzzle elements",,,0,,"[76.0, 65.0, 53.0, 50.0, 40.0, 40.0]",6,54.0
Gamecube,Frogger Beyond,"Konami of America, Inc.","Konami Computer Entertainment Hawaii, Inc., Konami Software Shanghai, Inc.","Dec 06, 2002",Action,Top-down,,,,,,0,,"[80.0, 65.0, 65.0, 62.0, 60.0, 58.0]",6,65.0
Gamecube,Frogger's Adventures: The Rescue,"Konami Digital Entertainment, Inc.","Hudson Soft Company, Ltd.","Oct 28, 2003",Action,Top-down,,,"Arcade, Puzzle elements",,,0,,"[69.0, 63.0, 55.0, 54.0]",4,60.25
Gamecube,From TV Animation One Piece: Treasure Battle!,"Bandai Co., Ltd.",,"Nov 01, 2002",Action,3rd-person (Other),,Anime / Manga,"Mini-games, Party game",,,0,,,0,
Gamecube,Future Tactics: The Uprising,"Crave Entertainment, Inc.",Zed Two Game Design Studio,"May 10, 2004",Strategy,3rd-person (Other),,,Turn-based strategy,,[0.43],1,0.43,"[80.0, 73.0, 70.0, 69.0, 68.0, 62.0, 60.0, 52.0, 40.0, 22.0]",10,59.6
Gamecube,F-Zero GX,Nintendo of America Inc.,"Amusement Vision, Ltd.","Aug 26, 2003","Action, Racing / Driving","1st-person, Behind view",,,,,,0,,"[94.0, 93.0, 92.0, 90.0, 90.0, 84.0, 82.0, 80.0, 75.0, 50.0]",10,83.0
Gamecube,Gauntlet: Dark Legacy,"Midway Home Entertainment, Inc.","Midway Games West, Inc.",2002,Action,Diagonal-down,Isometric,,"Arcade, Puzzle elements, RPG elements",,,0,,"[84.0, 80.0, 73.0, 60.0, 58.0, 55.0, 55.0, 55.0, 51.0, 25.0]",10,59.6
Gamecube,Geist,Nintendo of America Inc.,"n-Space, Inc.","Aug 15, 2005",Action,1st-person,,,Shooter,,"[4.14, 3.29]",2,3.715,"[82.0, 80.0, 78.0, 75.0, 60.0, 50.0, 50.0, 50.0, 50.0, 42.0]",10,61.7
Gamecube,Giftpia,"Nintendo Co., Ltd.","Skip, Ltd.","Apr 25, 2003",Adventure,Diagonal-down,,,Puzzle elements,,,0,,,0,
Gamecube,Gladius,LucasArts,LucasArts,"Oct 29, 2003","Role-playing (RPG), Strategy",3rd-person (Other),,,,,,0,,"[88.0, 87.0, 84.0, 83.0, 82.0, 81.0, 80.0, 80.0, 78.0, 75.0]",10,81.8
Gamecube,Goblin Commander: Unleash the Horde,"Jaleco Entertainment, Inc.","Jaleco Entertainment, Inc.","Dec 16, 2003",Strategy,Diagonal-down,,,,,,0,,"[84.0, 80.0, 80.0, 80.0, 80.0, 78.0, 72.0, 70.0, 67.0, 61.0]",10,75.2
Gamecube,Godzilla: Destroy All Monsters Melee,"Infogrames, Inc.","Pipeworks Software, Inc.","Oct 06, 2002",Action,"3rd-person (Other), Top-down",,,Fighting,,"[4.0, 4.0]",2,4.0,"[84.0, 80.0, 78.0, 77.0, 75.0, 75.0, 75.0, 74.0, 58.0, 35.0]",10,71.1
Gamecube,Go! Go! Hypergrind,"Atlus U.S.A., Inc.",Poponchi,"Nov 18, 2003","Action, Sports",Behind view,,,,,[3.43],1,3.43,"[79.0, 74.0, 60.0, 51.0]",4,66.0
Gamecube,GoldenEye: Rogue Agent,"Electronic Arts, Inc.",Electronic Arts Los Angeles,"Nov 22, 2004",Action,1st-person,,,Shooter,,"[1.86, 2.14]",2,2.0,"[80.0, 72.0, 70.0, 68.0, 63.0, 63.0, 60.0, 59.0, 50.0, 30.0]",10,61.5
Gamecube,Gotcha Force,"Capcom Co., Ltd.","Capcom Co., Ltd.","Dec 03, 2003",Simulation,3rd-person (Other),,,Fighting,,[4.75],1,4.75,"[75.0, 70.0, 70.0, 67.0, 65.0, 60.0, 50.0, 40.0, 30.0, 20.0]",10,54.7
Gamecube,The Grim Adventures of Billy & Mandy,"Midway Home Entertainment, Inc.","High Voltage Software, Inc.","Sep 25, 2006",Action,3rd-person (Other),2D scrolling,,,,,0,,,0,
Gamecube,GrooveRider: Slot Car Thunder,"Encore Software, Inc.",King of the Jungle Ltd.,"Sep 25, 2003","Action, Racing / Driving","1st-person, Behind view",,,Arcade,,,0,,"[69.0, 64.0, 63.0, 45.0, 40.0]",5,56.2
Gamecube,GT Pro Series,"MTO Co., Ltd.","MTO Co., Ltd.","Jun 20, 2003",Racing / Driving,"1st-person, Behind view",,,Arcade,,,0,,,0,
Gamecube,Gun,"Activision Publishing, Inc.","Neversoft Entertainment, Inc.","Nov 08, 2005","Action, Gambling, Racing / Driving","3rd-person (Other), Behind view",,,"Fighting, RPG elements, Shooter",,,0,,"[90.0, 82.0, 80.0, 80.0, 80.0, 80.0, 78.0, 77.0, 62.0, 55.0]",10,76.4
Gamecube,Happy Feet,"Midway Home Entertainment, Inc.",Artificial Mind & Movement,"Nov 14, 2006",Action,Behind view,,,Puzzle elements,,,0,,[39.0],1,39.0
Gamecube,Harry Potter and the Chamber of Secrets,"Electronic Arts, Inc.","Electronic Arts UK Ltd., Eurocom Developments Ltd","Nov 15, 2002",Action,Behind view,,,"Mini-games, Puzzle elements",,,0,,"[89.0, 85.0, 82.0, 82.0, 80.0, 79.0, 78.0, 70.0, 70.0, 50.0]",10,76.5
Gamecube,Harry Potter and the Goblet of Fire,"Electronic Arts, Inc.",Electronic Arts UK Ltd.,"Nov 08, 2005",Action,3rd-person (Other),,,Puzzle elements,,,0,,"[85.0, 82.0, 78.0, 75.0, 75.0, 73.0, 73.0, 70.0, 70.0, 65.0]",10,74.6
Gamecube,Harry Potter and the Prisoner of Azkaban,"Electronic Arts, Inc.",Electronic Arts UK Ltd.,"Jun 02, 2004",Action,3rd-person (Other),,,Puzzle elements,,,0,,"[83.0, 78.0, 76.0, 75.0, 75.0, 73.0, 65.0, 60.0, 50.0, 50.0]",10,68.5
Gamecube,Harry Potter and the Sorcerer's Stone,"Electronic Arts, Inc.",Warthog Games Ltd.,"Dec 09, 2003",Action,3rd-person (Other),,,,,,0,,"[80.0, 80.0, 70.0, 69.0, 65.0, 65.0, 64.0, 61.0, 40.0, 33.0]",10,62.7
Gamecube,Harry Potter: Quidditch World Cup,"Electronic Arts, Inc.","Electronic Arts UK Ltd., Visual Sciences Ltd.","Oct 28, 2003",Sports,3rd-person (Other),,,,,[3.0],1,3.0,"[80.0, 80.0, 80.0, 72.0, 70.0, 69.0, 65.0, 65.0, 60.0, 40.0]",10,68.1
Gamecube,Harvest Moon: Another Wonderful Life,"Natsume, Inc.","Tose Co., Ltd.","Jul 26, 2005",Simulation,3rd-person (Other),,,Managerial / business simulation,,[3.6],1,3.6,"[83.0, 83.0, 81.0, 80.0, 80.0, 80.0, 79.0, 75.0, 75.0, 58.0]",10,77.4
Gamecube,Harvest Moon: A Wonderful Life,"Natsume, Inc.","Marvelous Interactive, Inc.","Mar 16, 2004",Simulation,3rd-person (Other),,,Managerial / business simulation,,[3.2],1,3.2,"[91.0, 90.0, 84.0, 83.0, 82.0, 80.0, 80.0, 78.0, 70.0, 62.0]",10,80.0
Gamecube,Harvest Moon: Magical Melody,"Natsume, Inc.","Marvelous Interactive, Inc.","Mar 28, 2006",Simulation,Diagonal-down,2D scrolling,,Managerial / business simulation,,,0,,"[90.0, 85.0, 82.0, 80.0, 80.0, 80.0, 80.0, 76.0, 70.0, 70.0]",10,79.3
Gamecube,Hello Kitty: Roller Rescue,Namco Hometek Inc.,XPEC Entertainment Inc.,"Aug 15, 2005",Action,3rd-person (Other),,Anime / Manga,"Platform, Puzzle elements",,,0,,"[80.0, 75.0, 70.0, 70.0, 70.0, 68.0, 64.0, 60.0, 50.0, 40.0]",10,64.7
Gamecube,Hitman 2: Silent Assassin,"Eidos Interactive, Inc.",Io-Interactive A/S,"Jun 17, 2003",Action,"1st-person, Behind view",,,"Shooter, Stealth",,,0,,"[90.0, 90.0, 88.0, 85.0, 84.0, 84.0, 80.0, 80.0, 80.0, 50.0]",10,81.1
Gamecube,The Hobbit,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.","Inevitable Entertainment, Inc.","Nov 12, 2003",Action,3rd-person (Other),,,,,"[4.29, 2.17]",2,3.23,"[81.0, 76.0, 76.0, 75.0, 65.0, 65.0, 60.0, 50.0, 40.0, 33.0]",10,62.1
Gamecube,Home Run King,"SEGA of America, Inc.","Wow Entertainment, Inc.","Mar, 2002",Sports,3rd-person (Other),,,,,,0,,"[80.0, 80.0, 65.0, 65.0]",4,72.5
Gamecube,Hot Wheels: Velocity X,THQ Inc.,Beyond Games,"Nov 12, 2002",Racing / Driving,Behind view,,,,,,0,,"[50.0, 49.0, 47.0, 45.0, 40.0, 18.0]",6,41.5
Gamecube,Hot Wheels: World Race,THQ Inc.,"Climax (Brighton) Ltd, Climax Nottingham","Oct, 2003",Racing / Driving,"1st-person, Behind view",,,,,,0,,"[75.0, 63.0, 60.0, 53.0, 40.0, 40.0]",6,55.166666666666664
Gamecube,Hudson Selection Vol. 2: Star Soldier,"Hudson Soft Company, Ltd.","Sting, Inc.","Jul 10, 2003",Action,Top-down,,,Shooter,,,0,,"[90.0, 90.0, 71.0, 55.0, 40.0]",5,69.2
Gamecube,Hudson Selection Vol. 3: PC Genjin,"Hudson Soft Company, Ltd.","Hudson Soft Company, Ltd.","Dec 04, 2003",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,"[75.0, 40.0]",2,57.5
Gamecube,Hudson Selection Vol. 4: Takahashi Meijin no Bōken Jima,"Hudson Soft Company, Ltd.","Hudson Soft Company, Ltd.","Dec 18, 2003",Action,Side view,2D scrolling,,Platform,,,0,,[40.0],1,40.0
Gamecube,Hulk,"Universal Interactive Inc., Vivendi Universal Games, Inc.",Radical Entertainment Inc.,"May 27, 2003",Action,3rd-person (Other),Cinematic camera,,Beat 'em up / brawler,,[3.2],1,3.2,"[80.0, 76.0, 75.0, 73.0, 73.0, 69.0, 58.0, 50.0, 50.0, 40.0]",10,64.4
Gamecube,Hunter: The Reckoning,Interplay Entertainment Corp.,"High Voltage Software, Inc.","Nov 19, 2002",Role-playing (RPG),Diagonal-down,2D scrolling,,Action RPG,,,0,,"[82.0, 80.0, 77.0, 74.0, 73.0, 70.0, 70.0, 68.0, 67.0, 60.0]",10,72.1
Gamecube,Ice Age 2: The Meltdown,"Sierra Entertainment, Inc.",Eurocom Developments Ltd,"Mar 14, 2006",Action,3rd-person (Other),,,"Platform, Puzzle elements",,,0,,"[79.0, 76.0, 73.0, 72.0, 72.0, 70.0, 60.0]",7,71.71428571428571
Gamecube,Ikaruga,"Infogrames, Inc.","Treasure Co., Ltd.","Apr 14, 2003",Action,Top-down,,,"Arcade, Shooter",,"[5.0, 3.8, 3.8, 4.4]",4,4.25,"[90.0, 90.0, 85.0, 80.0, 80.0, 80.0, 80.0, 80.0, 79.0, 63.0]",10,80.7
Gamecube,The Incredible Hulk: Ultimate Destruction,"Vivendi Universal Games, Inc.",Radical Entertainment Inc.,"Aug 23, 2005",Action,3rd-person (Other),,,"Beat 'em up / brawler, Sandbox / open world",,,0,,"[95.0, 90.0, 85.0, 84.0, 83.0, 82.0, 82.0, 80.0, 80.0, 70.0]",10,83.1
Gamecube,The Incredibles: Rise of the Underminer,THQ Inc.,"Heavy Iron Studios, Inc.","Nov 01, 2005",Action,3rd-person (Other),,,"Beat 'em up / brawler, Platform",,,0,,"[80.0, 79.0, 78.0, 76.0, 72.0, 69.0, 60.0, 60.0, 50.0]",9,69.33333333333333
Gamecube,The Incredibles,THQ Inc.,"Heavy Iron Studios, Inc.","Nov 01, 2004",Action,Behind view,,,Platform,,,0,,"[80.0, 71.0, 70.0, 70.0, 70.0, 68.0, 65.0, 64.0, 55.0, 50.0]",10,66.3
