platform,title,published by,developed by,released,genre,perspective,visual,art,gameplay,interface,userReviews,userReviewCount,averageUserReview,criticReviews,criticReviewCount,averageCriticReview
Gamecube,I-Ninja,Namco Hometek Inc.,Argonaut Games PLC,"Dec 04, 2003",Action,3rd-person (Other),,,"Platform, Puzzle elements",,,0,,"[90.0, 85.0, 84.0, 80.0, 80.0, 80.0, 75.0, 70.0, 60.0, 60.0]",10,76.4
Gamecube,Intellivision Lives!,"Crave Entertainment, Inc.","Realtime Associates, Inc.","Oct 26, 2004",Compilation,,,,,,,0,,"[72.0, 70.0, 68.0, 64.0, 60.0]",5,66.8
Gamecube,International Superstar Soccer 2,Konami Digital Entertainment GmbH,Major A,"May 03, 2002",Sports,,Isometric,,,,,0,,"[85.0, 83.0, 83.0, 80.0, 80.0, 76.0, 70.0, 70.0, 70.0, 40.0]",10,73.7
Gamecube,International Superstar Soccer 3,Konami of Europe GmbH,"Konami Computer Entertainment Osaka Co., Ltd.",2003,Sports,Diagonal-down,,,,,,0,,"[83.0, 75.0, 75.0, 70.0, 70.0, 70.0, 50.0]",7,70.42857142857143
Gamecube,The Italian Job,"Eidos Interactive, Inc.",Climax Group Limited,"Jul 21, 2003","Action, Racing / Driving","1st-person, Behind view",,,,,,0,,"[70.0, 68.0, 66.0, 60.0, 56.0, 56.0, 50.0, 50.0, 50.0, 44.0]",10,57.0
Gamecube,Jeremy McGrath Supercross World,"Acclaim Entertainment, Inc.",Acclaim Studios Salt Lake City,"Feb 28, 2002","Racing / Driving, Sports",3rd-person (Other),,,Tricks / stunts,,,0,,"[45.0, 20.0]",2,32.5
Gamecube,Jikkyō Powerful Pro Yakyū 12,Konami Corporation,Pawapuro Production,"Jul 14, 2005",Sports,"Behind view, Diagonal-down",,,,,,0,,,0,
Gamecube,Jim Henson's Muppets Party Cruise,"TDK Mediactive, Inc.","Jim Henson Interactive, Mass Media, Inc.","Nov 30, 2003",Action,3rd-person (Other),,,Board game,,,0,,,0,
Gamecube,Jimmy Neutron: Boy Genius,THQ Inc.,"BigSky Interactive, Inc.",2002,Action,3rd-person (Other),,,,,[3.67],1,3.67,"[50.0, 50.0, 40.0, 35.0]",4,43.75
Gamecube,Judge Dredd: Dredd vs Death,"BAM! Entertainment, Inc.",Rebellion Developments Ltd.,"Feb 25, 2005",Action,1st-person,,,Shooter,,,0,,"[81.0, 80.0, 80.0, 72.0, 71.0, 60.0, 57.0, 56.0, 50.0]",9,67.44444444444444
Gamecube,Kao the Kangaroo: Round 2,"Atari, Inc.",Tate Interactive Sp z.o.o,"Mar 21, 2006",Action,Behind view,,,Platform,,,0,,"[83.0, 78.0, 75.0, 70.0, 61.0, 60.0, 55.0]",7,68.85714285714286
Gamecube,Karaoke Revolution: Party,"Konami Digital Entertainment, Inc.","Harmonix Music Systems, Inc.","Nov 08, 2005",Simulation,3rd-person (Other),,,"Board game, Music / rhythm",,,0,,"[90.0, 85.0, 80.0, 76.0, 74.0, 60.0]",6,77.5
Gamecube,Kelly Slater's Pro Surfer,"Activision Publishing, Inc.",Treyarch Corporation,"Sep 17, 2002","Action, Sports",Behind view,,,Tricks / stunts,,,0,,"[90.0, 88.0, 84.0, 81.0, 80.0, 80.0, 76.0, 75.0, 75.0, 70.0]",10,79.9
Gamecube,Killer7,"Capcom Entertainment, Inc.","Capcom Production Studio 4, Grasshopper Manufacture Inc.","Jul 07, 2005",Action,"1st-person, 3rd-person (Other)",Cinematic camera,,"Puzzle elements, Shooter",,"[3.14, 4.57]",2,3.8550000000000004,"[90.0, 90.0, 85.0, 83.0, 81.0, 80.0, 75.0, 70.0, 65.0, 45.0]",10,76.4
Gamecube,King Arthur,"Konami Digital Entertainment, Inc.",Krome Studios Pty Ltd.,"Nov 16, 2004",Action,3rd-person (Other),,,,,[3.5],1,3.5,"[73.0, 72.0, 70.0, 69.0, 69.0, 60.0, 55.0, 50.0, 50.0]",9,63.111111111111114
Gamecube,Kirby Air Ride,Nintendo of America Inc.,"HAL Laboratory, Inc.","Oct 13, 2003",Racing / Driving,Behind view,,,,,[4.0],1,4.0,"[90.0, 80.0, 73.0, 72.0, 70.0, 67.0, 66.0, 60.0, 40.0, 25.0]",10,64.3
Gamecube,Knights of the Temple: Infernal Crusade,"TDK Mediactive, Inc.",Starbreeze Studios AB,"Mar 30, 2004",Action,"1st-person, 3rd-person (Other)",,,Hack and slash,,,0,,"[90.0, 85.0, 70.0, 65.0, 64.0, 45.0, 40.0]",7,65.57142857142857
Gamecube,Knockout Kings 2003,"Electronic Arts, Inc.","GameFlow Entertainment, LLC, Electronic Arts Redwood Shores Studio","Oct 09, 2002",Sports,"1st-person, 3rd-person (Other)",Isometric,,,,,0,,"[87.0, 86.0, 83.0, 82.0, 82.0, 81.0, 80.0, 70.0, 50.0, 40.0]",10,74.1
Gamecube,Kururin Squash!,"Nintendo Co., Ltd.","Eighting Co., Ltd.","Oct 14, 2004",Action,3rd-person (Other),,,Arcade,,,0,,"[95.0, 90.0, 75.0, 73.0, 70.0, 60.0, 60.0]",7,74.71428571428571
Gamecube,Lara Croft: Tomb Raider - Legend,"Eidos, Inc.","Crystal Dynamics, Inc.","Nov 15, 2006",Action,Behind view,,,"Platform, Puzzle elements, Quick Time Events (QTEs)",,,0,,"[85.0, 83.0, 80.0, 80.0, 80.0, 80.0, 78.0, 76.0, 75.0, 60.0]",10,77.7
Gamecube,Largo Winch: Empire Under Threat,Ubi Soft Entertainment Software,Ubi Soft Annecy Studios,"Sep, 2002",Adventure,3rd-person (Other),,,Puzzle elements,,,0,,"[70.0, 69.0]",2,69.5
Gamecube,The Legacy of Kain Series: Blood Omen 2,"Eidos Interactive, Inc.","Crystal Dynamics, Inc.","Dec 11, 2002",Action,Behind view,,,Puzzle elements,,,0,,"[77.0, 76.0, 76.0, 75.0, 71.0, 70.0, 70.0, 60.0, 50.0, 40.0]",10,66.5
Gamecube,The Legend of Spyro: A New Beginning,"Vivendi Universal Games, Inc.",Krome Studios Pty Ltd.,"Oct 10, 2006",Action,Diagonal-down,2D scrolling,,"Platform, Puzzle elements",,,0,,"[80.0, 77.0, 75.0, 64.0, 60.0, 58.0, 55.0, 55.0, 50.0, 45.0]",10,61.9
Gamecube,The Legend of Zelda: Collector's Edition,Nintendo of America Inc.,"Nintendo Co., Ltd., Nintendo Software Technology Corporation, SRD Co. Ltd.","Nov 17, 2003","Action, Compilation","Behind view, Side view, Top-down",,,"Metroidvania, Puzzle elements, RPG elements",,[4.4],1,4.4,"[100.0, 100.0, 90.0, 88.0, 88.0, 86.0, 70.0]",7,88.85714285714286
Gamecube,The Legend of Zelda: Four Swords Adventures,Nintendo of America Inc.,Nintendo EAD,"Jun 07, 2004",Action,"3rd-person (Other), Top-down",,,"Arcade, Puzzle elements",,[5.0],1,5.0,"[90.0, 88.0, 88.0, 85.0, 80.0, 80.0, 80.0, 80.0, 79.0, 71.0]",10,82.1
Gamecube,The Legend of Zelda: Ocarina of Time / Master Quest,Nintendo of America Inc.,"Nintendo Co., Ltd.","Feb 16, 2003","Action, Compilation","1st-person, Behind view",,,Puzzle elements,,"[4.8, 3.5, 4.67]",3,4.323333333333333,"[100.0, 100.0, 98.0, 95.0, 95.0, 91.0, 90.0, 82.0, 70.0, 30.0]",10,85.1
Gamecube,The Legend of Zelda: The Wind Waker (Limited Edition),Nintendo of Europe GmbH,,2003,"Compilation, Special edition",,,,,,,0,,[85.0],1,85.0
Gamecube,The Legend of Zelda: The Wind Waker / Metroid Prime,Nintendo of America Inc.,,"Nov, 2005",Compilation,,,,,,,0,,,0,
Gamecube,The Legend of Zelda: The Wind Waker,Nintendo of America Inc.,Nintendo EAD,"Mar 24, 2003",Action,"1st-person, Behind view",Free-roaming camera,,"Metroidvania, Puzzle elements",,"[4.4, 4.8, 5.0, 4.4, 4.4]",5,4.6,"[100.0, 100.0, 100.0, 100.0, 100.0, 98.0, 94.0, 90.0, 90.0, 90.0]",10,96.2
Gamecube,The Legend of Zelda: Twilight Princess,Nintendo of America Inc.,Nintendo EAD,"Dec 11, 2006",Action,Behind view,,,"Metroidvania, Puzzle elements",,"[4.43, 5.0]",2,4.715,"[100.0, 100.0, 100.0, 100.0, 97.0, 95.0, 95.0, 90.0, 85.0, 80.0]",10,94.2
Gamecube,Legends of Wrestling,"Acclaim Entertainment, Inc.",Acclaim Studios Salt Lake City,"Jun, 2002",Sports,,,,,,,0,,"[87.0, 71.0, 67.0, 65.0, 63.0, 54.0, 50.0, 45.0, 40.0, 25.0]",10,56.7
Gamecube,Legends of Wrestling II,"Acclaim Entertainment, Inc.",Acclaim Studios Salt Lake City,"Nov 25, 2002",Sports,3rd-person (Other),,,,,,0,,"[75.0, 73.0, 69.0, 67.0, 66.0, 60.0, 42.0, 40.0]",8,61.5
Gamecube,LEGO Star Wars II: The Original Trilogy,"LucasArts, Tt Games Publishing Ltd.",Traveller's Tales (UK) Ltd.,"Sep 12, 2006",Action,3rd-person (Other),Cinematic camera,,Platform,,"[4.0, 4.67]",2,4.335,"[92.0, 90.0, 87.0, 86.0, 86.0, 83.0, 80.0, 77.0, 65.0, 65.0]",10,81.1
Gamecube,LEGO Star Wars: The Video Game,"Eidos Interactive, Inc., Giant Interactive Entertainment, Ltd.",Traveller's Tales (UK) Ltd.,"Oct 25, 2005",Action,3rd-person (Other),,,Platform,,,0,,"[90.0, 85.0, 85.0, 82.0, 80.0, 80.0, 76.0, 40.0]",8,77.25
Gamecube,Lemony Snicket's A Series of Unfortunate Events,"Activision Publishing, Inc.",Adrenium Games,"Nov 09, 2004",Action,Behind view,,,Puzzle elements,,,0,,"[80.0, 78.0, 76.0, 71.0, 71.0, 70.0, 70.0, 69.0, 69.0, 47.0]",10,70.1
Gamecube,Looney Tunes: Back in Action,"Electronic Arts, Inc.",Warthog Games Ltd.,"Nov, 2003",Action,3rd-person (Other),,,Platform,,,0,,"[73.0, 70.0, 50.0, 50.0, 49.0]",5,58.4
Gamecube,The Lord of the Rings: The Return of the King,"Electronic Arts, Inc.",Electronic Arts Redwood Shores Studio,"Nov 05, 2003",Action,Behind view,,,"Hack and slash, RPG elements",,"[5.0, 4.14]",2,4.57,"[90.0, 90.0, 90.0, 90.0, 90.0, 87.0, 85.0, 80.0, 70.0, 70.0]",10,84.2
Gamecube,The Lord of the Rings: The Third Age,"Electronic Arts, Inc.",Electronic Arts Redwood Shores Studio,"Nov 02, 2004",Role-playing (RPG),"3rd-person (Other), Behind view",,,Japanese-style RPG (JRPG),,,0,,"[89.0, 85.0, 84.0, 80.0, 80.0, 80.0, 71.0, 70.0, 70.0, 65.0]",10,77.4
Gamecube,The Lord of the Rings: The Two Towers,"Electronic Arts, Inc.","Electronic Arts, Inc., Stormfront Studios","Dec 31, 2002",Action,3rd-person (Other),Cinematic camera,,Hack and slash,,,0,,"[92.0, 86.0, 85.0, 83.0, 83.0, 80.0, 80.0, 77.0, 75.0, 70.0]",10,81.1
Gamecube,Lost Kingdoms,"Activision Publishing, Inc.","FromSoftware, Inc.","May 28, 2002","Action, Role-playing (RPG)",3rd-person (Other),,,,,,0,,"[82.0, 80.0, 80.0, 80.0, 75.0, 72.0, 70.0, 70.0, 60.0, 50.0]",10,71.9
Gamecube,Lost Kingdoms II,"Activision Publishing, Inc.","FromSoftware, Inc.","May 13, 2003","Action, Role-playing (RPG)",3rd-person (Other),,,,,,0,,"[90.0, 83.0, 78.0, 75.0, 70.0, 70.0, 64.0, 60.0, 54.0, 40.0]",10,68.4
Gamecube,Lotus Challenge,Ignition Entertainment Ltd. USA,Kuju Entertainment Ltd.,"Jul 27, 2004","Racing / Driving, Simulation",Behind view,,,,,,0,,[63.0],1,63.0
Gamecube,Luigi's Mansion,Nintendo of America Inc.,Nintendo EAD,"Nov 18, 2001",Action,"Behind view, Side view",,,Puzzle elements,,"[4.17, 3.5, 3.83, 3.17, 4.0, 3.83, 4.17]",7,3.81,"[92.0, 90.0, 90.0, 86.0, 83.0, 80.0, 79.0, 75.0, 75.0, 75.0]",10,82.5
Gamecube,Madagascar,"Activision Publishing, Inc.",Toys for Bob Inc.,"May 24, 2005",Action,3rd-person (Other),Free-roaming camera,,"Platform, Puzzle elements",,,0,,"[85.0, 80.0, 77.0, 70.0, 70.0, 70.0, 65.0, 65.0, 55.0, 52.0]",10,68.9
Gamecube,Madden NFL 06,"Electronic Arts, Inc.",EA Tiburon,"Aug 09, 2005",Sports,Diagonal-down,2D scrolling,,,,,0,,"[90.0, 90.0, 90.0, 90.0, 87.0, 85.0, 85.0, 81.0, 81.0, 80.0]",10,85.9
Gamecube,Madden NFL 07,"Electronic Arts, Inc.",EA Tiburon,"Aug 22, 2006",Sports,Diagonal-down,2D scrolling,,,,,0,,"[96.0, 84.0, 84.0, 81.0, 80.0, 75.0, 75.0]",7,82.14285714285714
Gamecube,Madden NFL 08,"Electronic Arts, Inc.",EA Tiburon,"Aug 14, 2007",Sports,Diagonal-down,2D scrolling,,,,,0,,"[85.0, 80.0, 76.0, 75.0, 70.0]",5,77.2
Gamecube,Madden NFL 2002,"Electronic Arts, Inc.",EA Tiburon,"Nov 18, 2001",Sports,Diagonal-down,2D scrolling,,,,,0,,"[90.0, 90.0, 89.0, 87.0, 86.0, 86.0, 86.0]",7,87.71428571428571
Gamecube,Madden NFL 2003,"Electronic Arts, Inc.",EA Tiburon,"Aug 12, 2002",Sports,Diagonal-down,2D scrolling,,,,,0,,"[99.0, 92.0, 91.0, 91.0, 90.0, 86.0, 86.0, 85.0, 80.0, 80.0]",10,88.0
Gamecube,Madden NFL 2004,"Electronic Arts, Inc.",EA Tiburon,"Aug 12, 2003",Sports,Diagonal-down,2D scrolling,,,,,0,,"[100.0, 99.0, 98.0, 96.0, 94.0, 94.0, 91.0, 90.0, 90.0, 87.0]",10,93.9
Gamecube,Madden NFL 2005,"Electronic Arts, Inc.",EA Tiburon,"Aug 09, 2004",Sports,Diagonal-down,2D scrolling,,,,,0,,"[91.0, 91.0, 90.0, 90.0, 90.0, 90.0, 88.0, 88.0, 85.0, 83.0]",10,88.6
Gamecube,Major League Baseball 2K6,"2K Games, Inc.","Kush Games, Inc.","Jun 12, 2006",Sports,"1st-person, 3rd-person (Other)",,,,,,0,,"[75.0, 70.0, 70.0, 40.0]",4,63.75
Gamecube,Mario Golf: Toadstool Tour,Nintendo of America Inc.,Camelot Software Planning,"Jul 29, 2003",Sports,Behind view,,,,,"[4.25, 2.5]",2,3.375,"[100.0, 83.0, 80.0, 80.0, 80.0, 80.0, 78.0, 75.0, 70.0, 60.0]",10,78.6
Gamecube,Mario Kart: Double Dash!!,Nintendo of America Inc.,Nintendo EAD,"Nov 17, 2003",Racing / Driving,Behind view,,,Arcade,,"[3.5, 4.0, 4.17, 4.33, 3.5]",5,3.9,"[100.0, 100.0, 90.0, 89.0, 85.0, 80.0, 80.0, 79.0, 75.0, 70.0]",10,84.8
Gamecube,Mario Kart: Double Dash!! (Special Edition),Nintendo of Canada Ltd.,,"Nov 17, 2003","Racing / Driving, Special edition",Behind view,,,,,[4.71],1,4.71,,0,
Gamecube,Mario Party 4,Nintendo of America Inc.,"Hudson Soft Company, Ltd.","Oct 21, 2002","Action, Strategy","Diagonal-down, Top-down",2D scrolling,,"Board game, Mini-games, Party game",,,0,,"[100.0, 82.0, 80.0, 75.0, 75.0, 72.0, 70.0, 50.0, 50.0, 20.0]",10,67.4
Gamecube,Mario Party 5,Nintendo of America Inc.,"Hudson Soft Company, Ltd.","Nov 11, 2003","Action, Strategy","Diagonal-down, Top-down",2D scrolling,,"Board game, Mini-games, Party game",,[4.6],1,4.6,"[82.0, 80.0, 75.0, 75.0, 75.0, 65.0, 62.0, 60.0, 60.0, 50.0]",10,68.4
Gamecube,Mario Party 6,Nintendo of America Inc.,"Hudson Soft Company, Ltd.","Dec 06, 2004","Action, Strategy","Diagonal-down, Top-down",2D scrolling,,"Board game, Mini-games, Party game, Platform",,[3.0],1,3.0,"[74.0, 70.0, 70.0, 70.0, 69.0, 60.0, 60.0, 58.0, 50.0, 40.0]",10,62.1
Gamecube,Mario Party 7,Nintendo of America Inc.,"Hudson Soft Company, Ltd.","Nov 07, 2005","Action, Strategy","Diagonal-down, Top-down",,,"Board game, Mini-games, Party game",,[4.5],1,4.5,"[85.0, 75.0, 70.0, 70.0, 67.0, 65.0, 55.0, 50.0, 50.0, 40.0]",10,62.7
Gamecube,Mario Power Tennis,Nintendo of America Inc.,Camelot Software Planning,"Nov 08, 2004",Sports,Diagonal-down,2D scrolling,,,,,0,,"[89.0, 85.0, 85.0, 85.0, 85.0, 84.0, 80.0, 75.0, 70.0, 50.0]",10,78.8
Gamecube,Mario Superstar Baseball,Nintendo of America Inc.,Namco Limited,"Aug 29, 2005",Sports,3rd-person (Other),,,,,,0,,"[80.0, 80.0, 80.0, 80.0, 79.0, 75.0, 75.0, 70.0, 68.0, 50.0]",10,73.7
Gamecube,Mark Davis Pro Bass Challenge,"Natsume, Inc.","SIMS Co., Ltd.","Sep 20, 2005",Sports,,,,,,,0,,,0,
Gamecube,Marvel Nemesis: Rise of the Imperfects,"Electronic Arts, Inc.","Electronic Arts Canada, Nihilistic Software, Inc.","Sep 20, 2005",Action,3rd-person (Other),,,Fighting,,[3.57],1,3.57,"[83.0, 80.0, 75.0, 75.0, 65.0, 57.0, 50.0, 48.0, 48.0, 40.0]",10,62.1
Gamecube,Mary-Kate and Ashley: Sweet 16 - Licensed to Drive,"Acclaim Entertainment Ltd., Dualstar Interactive","n-Space, Inc.","Feb 14, 2003","Racing / Driving, Sports",3rd-person (Other),,,Board game,,,0,,[50.0],1,50.0
Gamecube,Mat Hoffman's Pro BMX 2,"Activision Publishing, Inc.","Rainbow Studios, Inc.","Oct 08, 2002","Action, Sports",3rd-person (Other),,,Tricks / stunts,,,0,,"[85.0, 80.0, 76.0, 73.0, 73.0, 70.0, 69.0, 60.0, 60.0]",9,71.77777777777777
Gamecube,MC Groovz Dance Craze,"Mad Catz Interactive, Inc.",Broadsword Interactive Limited,2004,Action,,,,Music / rhythm,,,0,,"[75.0, 68.0, 29.0, 28.0, 27.0]",5,45.4
Gamecube,Medabots: Infinity,"Natsume, Inc.","Natsume Co., Ltd.","Dec, 2003","Action, Role-playing (RPG)",3rd-person (Other),,Anime / Manga,,,,0,,"[54.0, 30.0]",2,42.0
Gamecube,Medal of Honor: European Assault,"Electronic Arts, Inc.",Electronic Arts Los Angeles,"Jun 07, 2005",Action,1st-person,,,Shooter,,[3.0],1,3.0,"[88.0, 85.0, 84.0, 82.0, 81.0, 81.0, 80.0, 76.0, 60.0, 42.0]",10,75.9
Gamecube,Medal of Honor: Frontline,"Electronic Arts, Inc.",Electronic Arts Los Angeles,"Nov 07, 2002",Action,1st-person,,,Shooter,,,0,,"[91.0, 91.0, 85.0, 85.0, 84.0, 82.0, 70.0, 70.0, 70.0, 60.0]",10,78.8
Gamecube,Medal of Honor: Rising Sun,"Electronic Arts, Inc.",Electronic Arts Los Angeles,"Nov 11, 2003",Action,1st-person,,,Shooter,,[3.29],1,3.29,"[84.0, 84.0, 75.0, 75.0, 75.0, 65.0, 64.0, 60.0, 50.0, 40.0]",10,67.2
Gamecube,Meet the Robinsons,"Disney Interactive Studios, Inc.",Avalanche Software LLC,"Mar 27, 2007",Action,3rd-person (Other),,,,,,0,,"[80.0, 70.0, 69.0, 60.0, 60.0]",5,67.8
Gamecube,Mega Man: Anniversary Collection,"Capcom Entertainment, Inc.","Capcom Co., Ltd.","Jun 22, 2004","Action, Compilation",Side view,,Anime / Manga,"Arcade, Fighting, Platform",,"[4.86, 4.86]",2,4.86,"[90.0, 90.0, 85.0, 82.0, 82.0, 82.0, 80.0, 80.0, 80.0, 75.0]",10,82.6
Gamecube,Mega Man: Network Transmission,"Capcom Entertainment, Inc.","Arika Co., Ltd.","Jun 16, 2003",Action,Side view,2D scrolling,,"Metroidvania, Platform, Shooter",,,0,,"[73.0, 70.0, 67.0, 60.0, 60.0, 58.0, 55.0, 50.0, 50.0, 40.0]",10,58.3
Gamecube,Mega Man X Collection,"Capcom Entertainment, Inc.","Capcom Co., Ltd.","Jan 10, 2006",Compilation,,,,,,,0,,"[85.0, 82.0, 80.0, 80.0, 80.0, 80.0, 78.0, 72.0, 70.0, 70.0]",10,77.7
Gamecube,Mega Man X: Command Mission,"Capcom Entertainment, Inc.",Capcom Production Studio 3,"Sep 21, 2004","Action, Role-playing (RPG)",3rd-person (Other),,Anime / Manga,,,,0,,"[84.0, 80.0, 75.0, 72.0, 70.0, 70.0, 60.0, 60.0, 60.0, 24.0]",10,65.5
Gamecube,Men in Black II: Alien Escape,"Infogrames, Inc.",Infogrames Melbourne House Pty Ltd.,"Nov 20, 2002",Action,1st-person,,,Shooter,,,0,,"[69.0, 59.0, 59.0, 39.0]",4,56.5
Gamecube,Metal Arms: Glitch in the System,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Swingin' Ape Studios,"Nov 19, 2003",Action,Behind view,,,Shooter,,[4.0],1,4.0,"[90.0, 89.0, 85.0, 83.0, 83.0, 83.0, 83.0, 80.0, 80.0, 75.0]",10,83.1
Gamecube,Metal Gear Solid: The Twin Snakes,"Konami Digital Entertainment, Inc.","Konami Computer Entertainment Japan, Inc., Silicon Knights, Inc.","Mar 09, 2004",Action,"1st-person, 3rd-person (Other)",,,"Shooter, Stealth",,"[4.0, 4.8, 4.0, 4.33, 5.0]",5,4.426,"[100.0, 95.0, 91.0, 91.0, 90.0, 90.0, 80.0, 74.0, 70.0, 70.0]",10,85.1
Gamecube,Metroid Prime,Nintendo of America Inc.,Retro Studios Inc.,"Nov 18, 2002",Action,1st-person,,,"Metroidvania, Shooter",,"[4.0, 5.0, 4.8, 5.0, 2.8, 3.4, 4.6, 2.8, 4.2]",9,4.066666666666666,"[100.0, 100.0, 100.0, 99.0, 98.0, 97.0, 97.0, 97.0, 90.0, 83.0]",10,96.1
Gamecube,Metroid Prime 2: Echoes,Nintendo of America Inc.,Retro Studios Inc.,"Nov 15, 2004",Action,"1st-person, 3rd-person (Other)",,,"Metroidvania, Shooter",,[4.83],1,4.83,"[100.0, 100.0, 96.0, 95.0, 95.0, 90.0, 90.0, 85.0, 83.0, 80.0]",10,91.4
Gamecube,Micro Machines,Infogrames Europe SA,Infogrames Studios Limited,"Jan 17, 2003",Racing / Driving,Top-down,2D scrolling,,,,,0,,"[78.0, 74.0, 66.0, 60.0]",4,69.5
Gamecube,Midway Arcade Treasures,"Midway Home Entertainment, Inc.","Digital Eclipse Software, Inc.","Dec 17, 2003",Compilation,,,,,,,0,,"[90.0, 83.0, 70.0, 70.0, 70.0, 66.0, 65.0, 60.0]",8,71.75
Gamecube,Midway Arcade Treasures 2,"Midway Home Entertainment, Inc.","Digital Eclipse Software, Inc.","Oct 12, 2004",Compilation,,,,,,,0,,"[90.0, 80.0, 80.0, 79.0, 75.0, 72.0, 70.0, 70.0, 70.0, 50.0]",10,73.6
Gamecube,Midway Arcade Treasures 3,"Midway Home Entertainment, Inc.","Digital Eclipse Software, Inc., Gamestar (China) Ltd.","Oct 24, 2005","Action, Compilation",,,,Arcade,,,0,,"[82.0, 81.0, 79.0, 75.0, 70.0, 65.0, 63.0, 60.0, 40.0, 0.0]",10,61.5
Gamecube,Minority Report: Everybody Runs,"Activision Publishing, Inc.",Treyarch Corporation,"Nov 19, 2002",Action,3rd-person (Other),,,,,,0,,"[74.0, 70.0, 60.0, 57.0, 53.0, 50.0, 50.0, 45.0, 39.0, 25.0]",10,52.3
Gamecube,Mission: Impossible - Operation Surma,"Atari, Inc.",Paradigm Entertainment Inc.,"Mar 23, 2004",Action,"1st-person, Behind view",,,"Shooter, Stealth",,,0,,"[80.0, 80.0, 79.0, 73.0, 68.0, 60.0, 55.0, 50.0]",8,68.125
Gamecube,MLB SlugFest 20-03,"Midway Home Entertainment, Inc.","Midway Games, Inc.","Aug 26, 2002",Sports,,,,Arcade,,,0,,"[93.0, 91.0, 90.0, 86.0, 82.0, 82.0, 81.0, 78.0, 70.0, 65.0]",10,81.8
Gamecube,MLB SlugFest 20-04,"Midway Home Entertainment, Inc.","Midway Games, Inc.","Mar 17, 2003",Sports,3rd-person (Other),,,,,,0,,"[85.0, 83.0, 81.0, 80.0, 80.0, 80.0, 80.0, 76.0]",8,80.625
Gamecube,Mobile Suit Gundam: Gundam vs. Zeta Gundam,"Bandai Co., Ltd.","Capcom Co., Ltd.","Dec 09, 2004",Action,3rd-person (Other),,Anime / Manga,Shooter,,,0,,,0,
Gamecube,Monopoly Party,"Infogrames, Inc.",Runecraft Ltd.,"Nov 20, 2002",Strategy,"1st-person, Top-down",,,Board game,,,0,,"[73.0, 63.0, 60.0, 60.0, 60.0, 50.0]",6,61.0
Gamecube,Monster 4x4: Masters of Metal,Ubisoft Entertainment SA,Ubi Studios SL,"Dec 09, 2003","Racing / Driving, Sports","1st-person, Behind view",,,,,,0,,"[60.0, 50.0, 50.0, 38.0, 30.0]",5,45.6
Gamecube,Monster House,THQ Inc.,Artificial Mind & Movement,"Jul 18, 2006",Action,3rd-person (Other),,,"Puzzle elements, Shooter",,,0,,"[75.0, 71.0, 68.0, 65.0, 60.0, 56.0, 50.0, 50.0, 50.0, 47.0]",10,59.2
Gamecube,Monster Jam: Maximum Destruction,Ubi Soft Entertainment Software,"Inland Productions, Inc.","Nov 19, 2002","Action, Racing / Driving","1st-person, 3rd-person (Other)",,,Fighting,,,0,,"[45.0, 44.0]",2,44.5
Gamecube,Mortal Kombat: Deadly Alliance,"Midway Home Entertainment, Inc.","Midway Games, Inc.","Nov 18, 2002",Action,Side view,2D scrolling,,Fighting,,[3.67],1,3.67,"[95.0, 88.0, 86.0, 85.0, 82.0, 80.0, 80.0, 79.0, 70.0, 70.0]",10,81.5
Gamecube,Mortal Kombat: Deception,"Midway Home Entertainment, Inc.","Midway Games, Inc.","Feb 28, 2005",Action,3rd-person (Other),Isometric,,"Arcade, Chess, Fighting, Platform, Puzzle elements",,,0,,"[96.0, 89.0, 85.0, 85.0, 85.0, 83.0, 80.0, 75.0, 65.0, 40.0]",10,78.3
Gamecube,Mr. Driller: Drill Land,Namco Limited,Namco Limited,"Dec 20, 2002","Action, Puzzle",Side view,2D scrolling,,"Arcade, Falling block puzzle, Platform",,,0,,"[90.0, 80.0, 75.0]",3,81.66666666666667
Gamecube,Mutsu to Nohohon,"Tomy Company, Ltd.",,"Jul 19, 2002",Action,3rd-person (Other),,,,,,0,,,0,
Gamecube,MVP Baseball 2004,"Electronic Arts, Inc.",Electronic Arts Canada,"Mar 09, 2004",Sports,"Behind view, Diagonal-down",,,,,,0,,"[91.0, 90.0, 90.0, 88.0, 87.0, 87.0, 81.0, 80.0]",8,86.75
Gamecube,MVP Baseball 2005,"Electronic Arts, Inc.",Electronic Arts Canada,"Mar 01, 2005",Sports,"Behind view, Diagonal-down",,,,,,0,,"[93.0, 92.0, 92.0, 90.0, 90.0, 89.0, 88.0, 85.0, 85.0, 80.0]",10,88.4
Gamecube,MX Superfly Featuring Ricky Carmichael,THQ Inc.,Pacific Coast Power & Light,"Jun 25, 2002",Racing / Driving,Behind view,,,,,,0,,"[85.0, 83.0, 81.0, 81.0, 81.0, 79.0, 78.0, 70.0, 65.0, 63.0]",10,76.6
Gamecube,Mystic Heroes,KOEI Corporation,"KOEI Co., Ltd.","Sep 30, 2002",Action,Behind view,,Anime / Manga,,,,0,,"[75.0, 73.0, 70.0, 66.0, 65.0, 64.0, 63.0, 60.0]",8,67.0
Gamecube,Namco Museum,Namco Hometek Inc.,"Mass Media, Inc.","Oct 08, 2002",Compilation,,,,,,,0,,"[75.0, 68.0, 65.0, 61.0, 60.0, 40.0]",6,61.5
