platform,title,published by,developed by,released,genre,perspective,visual,art,gameplay,interface,userReviews,userReviewCount,averageUserReview,criticReviews,criticReviewCount,averageCriticReview
Gameboy Advance,Ballistic: Ecks vs. Sever,"BAM! Entertainment, Inc.",Crawfish Interactive Ltd.,"Sep 24, 2002",Action,1st-person,,,"Shooter, Stealth",,,0,,"[89.0, 88.0, 88.0, 85.0, 80.0, 80.0, 80.0, 80.0, 70.0, 50.0]",10,79.0
Gameboy Advance,Balloon Fight,Nintendo of America Inc.,"Nintendo Co., Ltd.","Sep 16, 2002",Action,Side view,2D scrolling,,"Arcade, Platform",,,0,,[70.0],1,70.0
Gameboy Advance,Banjo-Kazooie: Grunty's Revenge,THQ Inc.,Rare Limited,"Sep 12, 2003",Action,,Isometric,,"Platform, Puzzle elements",,,0,,"[87.0, 82.0, 80.0, 80.0, 78.0, 76.0, 75.0, 70.0, 60.0, 40.0]",10,72.8
Gameboy Advance,Banjo Pilot,THQ Inc.,Rare Limited,"Jan 10, 2005",Racing / Driving,Behind view,,,,,,0,,"[90.0, 80.0, 75.0, 73.0, 72.0, 70.0, 70.0, 66.0, 60.0, 50.0]",10,70.6
Gameboy Advance,Barbie and the Magic of Pegasus,"Vivendi Universal Games, Inc.","WayForward Technologies, Inc.","Oct 07, 2005",Action,Side view,2D scrolling,,"Mini-games, Platform, Puzzle elements",,,0,,[30.0],1,30.0
Gameboy Advance,Barbie as the Island Princess,"Activision Publishing, Inc.",Human Soft Inc.,2007,Action,3rd-person (Other),Fixed / flip-screen,,Mini-games,,,0,,,0,
Gameboy Advance,Barbie as The Princess and the Pauper,"Vivendi Universal Games, Inc.","WayForward Technologies, Inc.",2004,Action,Side view,2D scrolling,,"Mini-games, Platform, Puzzle elements",,,0,,,0,
Gameboy Advance,The Barbie Diaries: High School Mystery,"Activision Publishing, Inc.","Gorilla Systems Corporation, NeoPong Software, Inc.",2006,Adventure,3rd-person (Other),2D scrolling,,"Graphic adventure, Mini-games, Puzzle elements",,,0,,,0,
Gameboy Advance,Barbie: Groovy Games,"Vivendi Universal Games, Inc.","Digital Illusions Canada, Inc.","Sep, 2002","Action, Puzzle, Strategy","1st-person, Side view, Top-down",Fixed / flip-screen,,"Board game, Cards / tiles, Falling block puzzle, Mini-games, Music / rhythm, Tile matching puzzle",,,0,,"[32.0, 30.0]",2,31.0
Gameboy Advance,Barbie Horse Adventures: Blue Ribbon Race,"Mattel Media, Vivendi Universal Games, Inc.","Blitz Games Ltd, Möbius Entertainment Ltd.","Sep 17, 2003",Action,,Isometric,,Puzzle elements,,,0,,,0,
Gameboy Advance,Barbie in The 12 Dancing Princesses,"Activision Publishing, Inc.","WayForward Technologies, Inc.","Oct, 2006",Action,"3rd-person (Other), Side view",,,Platform,,,0,,[40.0],1,40.0
Gameboy Advance,Barnyard,THQ Inc.,Halfbrick Studios Pty Ltd,"Aug 01, 2006",Action,Diagonal-down,,,,,,0,,"[75.0, 70.0, 62.0, 60.0, 60.0, 59.0, 50.0, 20.0]",8,57.0
Gameboy Advance,Baseball,Nintendo of America Inc.,Nintendo R&D1,"Nov 11, 2002",Sports,Diagonal-down,,,,,,0,,,0,
Gameboy Advance,Baseball Advance,"SEGA Corporation, THQ Inc.",Smilebit,"May 19, 2002",Sports,"3rd-person (Other), Top-down",,,,,,0,,"[88.0, 85.0, 83.0, 83.0, 81.0, 80.0, 80.0, 78.0]",8,82.25
Gameboy Advance,Batman Begins,"Electronic Arts, Inc.","Vicarious Visions, Inc.","Jun 15, 2005",Action,Side view,2D scrolling,,"Arcade, Beat 'em up / brawler, Platform",,,0,,"[76.0, 75.0, 72.0, 72.0, 70.0, 62.0, 57.0, 50.0, 50.0, 40.0]",10,62.4
Gameboy Advance,Batman: Rise of Sin Tzu,"Ubisoft, Inc.",Ubi Soft Entertainment Inc.,"Oct 27, 2003",Action,Side view,,,Platform,,,0,,[40.0],1,40.0
Gameboy Advance,Batman: Vengeance,"Ubi Soft Entertainment, Inc.",Ubi Soft Entertainment Inc.,"Oct 31, 2001","Action, Racing / Driving","Side view, Top-down",,,"Platform, Puzzle elements, Shooter",,,0,,"[100.0, 88.0, 67.0, 65.0, 60.0, 60.0, 60.0, 58.0, 40.0]",9,66.44444444444444
Gameboy Advance,Battle B-Daman,"Atlus U.S.A., Inc.",Zero One Corporation,"Jul 26, 2006",Action,1st-person,,Anime / Manga,Shooter,,,0,,,0,
Gameboy Advance,Battle B-Daman: Fire Spirits!,"Atlus U.S.A., Inc.","Will Co., Ltd.","Sep 26, 2006",Action,1st-person,,Anime / Manga,Shooter,,,0,,,0,
Gameboy Advance,BattleBots: Beyond the Battlebox,"Majesco Sales, Inc.",Cave Barn Studios,2003,"Action, Racing / Driving",,Isometric,,,,,0,,"[40.0, 40.0, 29.0, 14.0]",4,30.75
Gameboy Advance,The Bee Game,"Midway Home Entertainment, Inc.","Independent Arts Software GmbH, spielkind UG",2007,Action,Side view,,,"Platform, Puzzle elements",,,0,,,0,
